# profile_scope=balance_run
# profile_run_start_uptime_ms=378934
# prof_imu_max_us=1116
# prof_ctl_max_us=81524
# prof_disp_max_us=9740
# prof_ws_max_us=12
# prof_tel_max_us=223
# prof_crsf_max_us=537
# prof_can_max_us=296
# prof_bal_max_us=1195
# prof_adrv_max_us=1846
# prof_loopgap_max_us=13487
# prof_ctlgap_max_us=5390
# stall_events=0
# === BALANCE CONFIG ===
# transport_checksum=fnv1a32
# telemetry_features=31
# startup_recovery=wheel_velocity_learning_v1
# startup_recovery_speed=1.0
# startup_recovery_force_speed=4.0
# startup_recovery_confirm_ms=60
# startup_recovery_ki=1.0 boost_ms=800 integral_rate_dps=6 limit_deg=6
# startup_recovery_hold=settled_position calm_ms=400
# capture_trim_bounds=absolute
# wheel_feedback_velocity_range_rad_s=50
# wheel_feedback_torque_range_nm=5.5
# can_receive_hz=200
# front_hold_hz=50
# telemetry_schema=2
# sample_size_bytes=220
# sample_count=1203
# checksum=0x29CB8EA4
# checksum_valid=1
# build_date=Sep 14 2026
# build_time=23:18:29
# run_start_uptime_ms=378934
# run_end_uptime_ms=403110
# run_duration_ms=24176
# end_reason=drive disarmed
# test_note=early-wheel-recovery-v1
# motor_mode=speed
# inner_kp=2.0000
# inner_kd=0.0800
# drift_vel_kp=0.0758
# drift_max_vel=1.52
# ramp_drift_kp=0.0455
# ramp_drift_max_vel=0.91
# vel_sp_kp=1.4520
# vel_sp_kp_low=0.4620
# vel_sp_knee=1.2121
# vel_sp_ki=0.2310
# sp_offset_max=8.00
# ramp_sp_offset_max=1.50
# sp_offset_rate=12.00
# vel_filter_alpha=0.3500
# stored_trim=2.4380
# glide_vel_err=1.21
# glide_ki_boost=4.00
# speed_acc_rad=100.00
# speed_current_limit=14.00
# sp_curve_0=0.00:84.00
# sp_curve_1=0.50:83.05
# sp_curve_2=1.00:82.10
# base_sp_fwd=84.00
# base_sp_tip=82.10
# base_sp_center=77.70
# base_sp_rate_max=4.00
# ramp_vel_slow=3.03
# comp_alpha=0.9960
# max_drive_speed=30.00
# capture_settle_ms=400
# arm_hold_max_ms=1000
# arm_return_speed=1.50
# arm_assist_thresh=2.12
# arm_assist_gain=0.26
# arm_range_pos=0.45
# arm_range_neg=0.30
# arm_tau_in=0.080
# arm_tau_out=0.650
# arm_emergency_cmd_frac=0.45
# yaw_sync_kp=2.00
# yaw_sync_max=1.50
# log_duration_ms=120000
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
# shed_vel_start=12.12
# shed_vel_full=21.21
# transport_fnv1a=0xA2EED9A2
t_ms,sample_dt_ms,inner_dt_max_us,inner_ticks,inner_sat_ticks,state,flags,diag_flags,marker,roll,roll_rate,accel_angle,gyro_raw,accel_norm,setpoint,angle_err,base_sp,raw_base_sp,capture_shift,run_curve_shift,motor_vel_raw,motor_vel,cmd_left,cmd_right,sp_offset,sp_offset_target,target_vel,filtered_vel,vel_err,vel_integral,vel_p_term,pos_gate,shed,bl_pos,br_pos,bl_vel,br_vel,bl_torque,br_torque,feedback_age_l_ms,feedback_age_r_ms,arm_l,arm_r,arm_l_tgt,arm_r_tgt,arm_l_vel,arm_r_vel,arm_l_torque,arm_r_torque,arm_tip_frac,arm_assist_frac,arm_assist_vel,arm_demand,arm_calm_ms,arm_stage,meas_drift,meas_vel,yaw_diff,yaw_corr,update_age_ms,bus_voltage,total_current,imu_age_ms
14385,20,5003,4,0,2,240,4096,0,87.976,0.199,87.991,2.930,0.9819,87.816,-0.189,86.237,86.237,0.000,-0.202,-0.394,-0.394,-0.389,-0.399,1.5788,1.5788,0.0000,-0.2874,-0.2874,1.7084,-0.1328,0.9764,1.0000,14.390,22.382,-0.085,-0.246,-0.099,-0.077,1,1,3.938,3.536,3.938,3.536,-0.071,0.063,-0.178,-0.156,0.0001,0.0000,-0.2874,0.0000,3340.0,0,0.450,-0.166,-0.002,-0.002,19,23.76,0.86,5
14405,20,5003,4,0,2,240,4096,0,87.976,0.202,87.686,-0.549,0.9799,87.811,-0.161,86.237,86.237,0.000,-0.202,-0.337,-0.337,-0.335,-0.339,1.5734,1.5734,0.0000,-0.2952,-0.2952,1.7071,-0.1364,0.9799,1.0000,14.385,22.374,-0.257,-0.362,-0.117,-0.053,1,1,3.938,3.536,3.938,3.536,-0.059,-0.045,-0.109,-0.166,0.0001,0.0000,-0.2952,0.0000,3360.0,0,0.444,-0.310,0.002,0.002,19,23.76,0.86,5
14425,20,5003,4,0,2,240,4096,0,87.974,0.046,88.294,0.183,0.9844,87.808,-0.163,86.237,86.237,0.000,-0.202,-0.330,-0.330,-0.332,-0.328,1.5704,1.5704,0.0000,-0.2990,-0.2990,1.7057,-0.1381,0.9796,1.0000,14.379,22.369,-0.323,-0.289,-0.121,-0.064,1,1,3.938,3.536,3.938,3.536,-0.100,0.079,-0.168,-0.038,0.0001,0.0000,-0.2990,0.0000,3380.0,0,0.438,-0.306,0.001,0.001,19,23.76,0.86,5
14445,20,5003,4,0,2,240,4096,0,87.966,-0.074,87.791,-1.282,0.9817,87.781,-0.158,86.237,86.237,0.000,-0.202,-0.310,-0.310,-0.312,-0.309,1.5444,1.5444,0.0000,-0.3524,-0.3524,1.7041,-0.1628,0.9802,1.0000,14.371,22.362,-0.486,-0.417,-0.099,-0.056,1,1,3.938,3.536,3.938,3.536,-0.052,-0.013,-0.284,-0.133,0.0000,0.0000,-0.3524,0.0000,3400.0,0,0.431,-0.452,-0.001,-0.001,19,23.76,0.86,5
14465,20,5003,4,0,2,240,4096,0,87.913,-0.822,88.056,-3.052,0.9788,87.766,-0.132,86.237,86.237,0.000,-0.202,-0.199,-0.199,-0.198,-0.200,1.5297,1.5297,0.0000,-0.3800,-0.3800,1.7023,-0.1755,0.9835,1.0000,14.362,22.354,-0.463,-0.399,-0.041,0.020,1,1,3.938,3.536,3.938,3.536,0.081,-0.071,-0.216,-0.148,0.0000,0.0000,-0.3800,0.0000,3420.0,0,0.421,-0.431,-0.002,-0.002,19,23.76,0.86,5
14485,20,5003,4,0,2,240,4096,0,87.869,-1.259,87.951,-2.136,0.9833,87.777,-0.103,86.237,86.237,0.000,-0.202,-0.105,-0.105,-0.103,-0.106,1.5402,1.5402,0.0000,-0.3519,-0.3519,1.7007,-0.1626,0.9871,1.0000,14.355,22.345,-0.150,-0.449,0.007,0.062,1,1,3.938,3.536,3.938,3.536,0.019,-0.037,-0.195,-0.094,0.0000,0.0000,-0.3519,0.0000,3440.0,0,0.414,-0.300,0.000,0.000,19,23.72,0.86,5
14506,21,5003,4,0,2,240,32768,0,87.865,-1.000,88.157,0.305,0.9866,87.826,-0.088,86.237,86.237,0.000,-0.202,-0.096,-0.096,-0.096,-0.096,1.5887,1.5887,-0.0000,-0.2426,-0.2426,1.6996,-0.1121,0.9890,1.0000,14.353,22.340,-0.019,-0.060,-0.026,0.082,2,2,3.938,3.536,3.938,3.536,0.018,0.018,-0.158,-0.076,0.0000,0.0000,-0.2426,0.0000,3460.0,0,0.410,-0.040,0.004,0.004,19,23.72,0.70,5
14525,19,5002,4,0,2,240,0,0,87.908,-0.134,87.832,2.197,0.9815,87.860,-0.082,86.237,86.237,0.000,-0.202,-0.154,-0.154,-0.158,-0.150,1.6240,1.6240,0.0001,-0.1636,-0.1636,1.6988,-0.0756,0.9897,1.0000,14.353,22.338,0.008,-0.042,-0.037,0.039,1,1,3.938,3.536,3.938,3.536,0.129,-0.037,-0.121,-0.097,0.0000,0.0000,-0.1636,0.0000,3480.0,0,0.410,-0.017,0.005,0.005,19,23.72,0.70,5
14545,20,5003,4,0,2,240,0,0,87.944,0.352,88.345,1.099,0.9807,87.867,-0.083,86.237,86.237,0.000,-0.202,-0.194,-0.194,-0.200,-0.189,1.6300,1.6300,0.0002,-0.1488,-0.1490,1.6981,-0.0688,0.9896,1.0000,14.351,22.337,-0.129,-0.114,-0.046,0.032,1,1,3.938,3.536,3.938,3.536,0.105,-0.026,-0.096,-0.080,0.0001,0.0000,-0.1490,0.0000,3500.0,0,0.408,-0.121,0.005,0.005,19,23.72,0.70,5
14565,20,5003,4,0,2,240,0,0,87.952,0.381,88.088,0.366,0.9804,87.871,-0.085,86.237,86.237,0.000,-0.202,-0.200,-0.200,-0.204,-0.195,1.6343,1.6343,0.0004,-0.1378,-0.1382,1.6975,-0.0639,0.9894,1.0000,14.348,22.334,-0.109,-0.126,-0.077,-0.009,1,1,3.938,3.536,3.938,3.536,0.027,-0.063,-0.094,-0.042,0.0001,0.0000,-0.1382,0.0000,3520.0,0,0.405,-0.117,0.005,0.005,19,23.72,0.70,5
14585,20,5003,4,0,2,240,0,0,87.958,0.330,88.096,0.061,0.9847,87.873,-0.086,86.237,86.237,0.000,-0.202,-0.199,-0.199,-0.203,-0.194,1.6359,1.6359,0.0006,-0.1329,-0.1334,1.6969,-0.0616,0.9892,1.0000,14.346,22.332,-0.111,-0.137,-0.096,-0.047,1,1,3.938,3.536,3.938,3.536,0.095,-0.030,-0.057,-0.155,0.0001,0.0000,-0.1334,0.0000,3540.0,0,0.403,-0.124,0.005,0.005,19,23.72,0.70,5
14606,21,5003,4,0,2,240,0,0,87.954,0.143,88.120,-0.305,0.9825,87.875,-0.081,86.237,86.237,0.000,-0.202,-0.173,-0.173,-0.178,-0.169,1.6386,1.6386,0.0008,-0.1253,-0.1261,1.6963,-0.0583,0.9899,1.0000,14.343,22.330,-0.178,-0.045,-0.104,-0.069,1,1,3.938,3.536,3.938,3.536,-0.252,-0.065,-0.160,-0.114,0.0000,0.0000,-0.1261,0.0000,3560.0,0,0.400,-0.111,0.003,0.003,19,23.72,0.70,4
14630,24,5002,5,0,2,240,0,0,87.946,-0.024,87.924,-0.366,0.9839,87.887,-0.071,86.237,86.237,0.000,-0.202,-0.141,-0.141,-0.144,-0.138,1.6494,1.6494,0.0010,-0.1004,-0.1015,1.6958,-0.0469,0.9911,1.0000,14.338,22.328,-0.118,0.010,-0.084,-0.086,1,1,3.938,3.536,3.938,3.536,0.050,-0.012,-0.181,-0.139,0.0001,0.0000,-0.1015,0.0000,3580.0,0,0.397,-0.054,0.001,0.001,24,23.72,0.70,5
14650,20,5003,4,0,2,240,0,0,87.935,-0.189,88.134,-0.549,0.9824,87.883,-0.048,86.237,86.237,0.000,-0.202,-0.081,-0.081,-0.082,-0.080,1.6464,1.6464,0.0012,-0.1053,-0.1066,1.6954,-0.0492,0.9940,1.0000,14.334,22.326,-0.181,-0.048,-0.061,-0.084,1,1,3.938,3.536,3.938,3.536,0.004,-0.013,-0.125,-0.036,0.0000,0.0000,-0.1066,0.0000,3600.0,0,0.394,-0.114,-0.001,-0.001,19,23.72,0.70,5
14670,20,5003,4,0,2,240,0,0,87.925,-0.306,87.965,-0.488,0.9831,87.893,-0.042,86.237,86.237,0.000,-0.202,-0.060,-0.060,-0.059,-0.061,1.6559,1.6559,0.0014,-0.0837,-0.0851,1.6950,-0.0393,0.9947,1.0000,14.331,22.325,-0.094,0.007,-0.042,-0.101,1,1,3.938,3.536,3.938,3.536,-0.069,0.018,-0.169,-0.130,0.0001,0.0000,-0.0851,0.0000,3620.0,0,0.392,-0.043,-0.003,-0.003,19,23.72,0.71,5
14690,20,5003,4,0,2,240,0,0,87.924,-0.299,88.077,-0.366,0.9821,87.905,-0.031,86.237,86.237,0.000,-0.202,-0.038,-0.038,-0.034,-0.041,1.6679,1.6679,0.0015,-0.0568,-0.0583,1.6947,-0.0269,0.9962,1.0000,14.330,22.325,-0.063,0.050,-0.055,-0.103,1,1,3.938,3.536,3.938,3.536,0.133,0.009,-0.278,-0.151,0.0000,0.0000,-0.0583,0.0000,3640.0,0,0.391,-0.007,-0.005,-0.005,19,23.72,0.71,5
14711,21,5003,4,0,2,240,0,0,87.915,-0.354,87.970,-0.549,0.9788,87.904,-0.010,86.237,86.237,0.000,-0.202,0.008,0.008,0.012,0.003,1.6667,1.6667,0.0015,-0.0585,-0.0600,1.6944,-0.0277,0.9987,1.0000,14.329,22.325,-0.072,-0.051,-0.057,-0.102,1,1,3.938,3.536,3.938,3.536,0.131,0.023,-0.181,-0.049,0.0001,0.0000,-0.0600,0.0000,3660.0,0,0.391,-0.062,-0.005,-0.005,19,23.72,0.71,5
14730,19,5001,4,0,2,240,0,0,87.910,-0.359,88.060,-0.427,0.9809,87.903,-0.006,86.237,86.237,0.000,-0.202,0.016,0.016,0.021,0.011,1.6668,1.6668,0.0015,-0.0578,-0.0593,1.6941,-0.0274,0.9992,1.0000,14.329,22.325,-0.062,-0.051,-0.043,-0.102,1,1,3.938,3.536,3.938,3.536,-0.092,0.024,-0.220,-0.075,0.0000,0.0000,-0.0593,0.0000,3680.0,0,0.391,-0.056,-0.005,-0.005,19,23.72,0.71,5
14750,20,5003,4,0,2,240,0,0,87.904,-0.379,88.001,-0.488,0.9868,87.915,-0.001,86.237,86.237,0.000,-0.202,0.029,0.029,0.034,0.024,1.6774,1.6774,0.0015,-0.0344,-0.0359,1.6940,-0.0166,0.9999,1.0000,14.329,22.325,-0.013,0.031,-0.032,-0.083,1,1,3.938,3.536,3.938,3.536,0.097,0.040,-0.246,-0.134,0.0001,0.0000,-0.0359,0.0000,3700.0,0,0.391,0.009,-0.005,-0.005,19,23.72,0.71,5
14770,20,5003,4,0,2,240,0,0,87.890,-0.494,87.906,-0.671,0.9825,87.923,0.025,86.237,86.237,0.000,-0.202,0.089,0.089,0.095,0.084,1.6863,1.6863,0.0015,-0.0151,-0.0166,1.6939,-0.0077,0.9969,1.0000,14.329,22.325,0.079,-0.037,-0.024,-0.072,1,1,3.938,3.536,3.938,3.536,-0.053,0.049,0.015,-0.167,0.0000,0.0000,-0.0166,0.0000,3720.0,0,0.391,0.021,-0.006,-0.006,19,23.72,0.71,5
14790,20,5003,4,0,2,240,0,0,87.877,-0.522,87.793,-0.366,0.9828,87.936,0.047,86.237,86.237,0.000,-0.202,0.135,0.135,0.141,0.130,1.6990,1.6990,0.0014,0.0123,0.0109,1.6940,0.0051,0.9942,1.0000,14.330,22.326,0.086,0.040,-0.012,-0.044,1,1,3.938,3.536,3.938,3.536,0.130,0.020,-0.207,-0.094,0.0001,0.0000,0.0109,0.0000,3740.0,0,0.392,0.063,-0.005,-0.005,19,23.72,0.71,5
14811,21,5003,4,0,2,240,0,0,87.873,-0.452,87.979,-0.244,0.9832,87.958,0.063,86.237,86.237,0.000,-0.202,0.162,0.162,0.167,0.157,1.7213,1.7213,0.0013,0.0603,0.0591,1.6942,0.0273,0.9921,1.0000,14.332,22.328,0.158,0.141,0.015,-0.018,2,2,3.938,3.536,3.938,3.536,-0.105,0.010,-0.114,-0.117,0.0001,0.0000,0.0591,0.0000,3760.0,0,0.394,0.150,-0.005,-0.005,19,23.72,0.71,5
14830,19,5000,4,0,2,240,0,0,87.878,-0.280,88.151,0.122,0.9835,87.978,0.081,86.238,86.238,0.000,-0.202,0.184,0.184,0.189,0.179,1.7396,1.7396,0.0010,0.0993,0.0983,1.6947,0.0454,0.9899,1.0000,14.336,22.331,0.175,0.169,-0.001,-0.005,1,1,3.938,3.536,3.938,3.536,0.056,-0.011,-0.175,-0.110,0.0000,0.0000,0.0983,0.0000,3780.0,0,0.397,0.172,-0.005,-0.005,19,23.72,0.47,5
14850,20,5003,4,0,2,240,0,0,87.888,-0.022,87.749,0.916,0.9821,88.003,0.090,86.237,86.237,0.000,-0.202,0.181,0.181,0.186,0.176,1.7656,1.7656,0.0007,0.1545,0.1538,1.6954,0.0711,0.9888,1.0000,14.341,22.333,0.278,0.236,-0.014,0.043,1,1,3.938,3.536,3.938,3.536,-0.026,0.078,-0.116,-0.148,0.0001,0.0000,0.1538,0.0000,3800.0,0,0.401,0.257,-0.001,-0.001,19,23.72,0.47,5
14870,20,5003,4,0,2,240,0,0,87.899,0.128,87.994,0.366,0.9837,88.009,0.103,86.237,86.237,0.000,-0.202,0.197,0.197,0.198,0.196,1.7722,1.7722,0.0005,0.1672,0.1667,1.6961,0.0770,0.9871,1.0000,14.346,22.334,0.230,0.152,-0.028,0.071,1,1,3.938,3.536,3.938,3.536,0.130,0.019,-0.352,-0.171,0.0001,0.0000,0.1667,0.0000,3820.0,0,0.404,0.191,0.002,0.002,19,23.72,0.47,5
14890,20,5003,4,0,2,240,0,0,87.900,0.139,87.962,0.366,0.9819,88.000,0.110,86.237,86.237,0.000,-0.202,0.208,0.208,0.206,0.210,1.7632,1.7632,0.0003,0.1461,0.1458,1.6968,0.0673,0.9863,1.0000,14.349,22.336,0.129,0.085,0.005,0.097,1,1,3.938,3.536,3.938,3.536,-0.064,0.054,0.059,-0.153,0.0000,0.0000,0.1458,0.0000,3840.0,0,0.406,0.107,0.003,0.003,19,23.72,0.47,5
14911,21,5003,4,0,2,240,0,0,87.895,0.097,87.590,0.244,0.9812,88.003,0.106,86.237,86.237,0.000,-0.202,0.203,0.203,0.200,0.206,1.7662,1.7662,0.0001,0.1508,0.1506,1.6975,0.0696,0.9868,1.0000,14.351,22.339,0.152,0.167,0.044,0.139,1,1,3.938,3.536,3.938,3.536,-0.017,-0.056,-0.135,-0.121,0.0000,0.0000,0.1506,0.0000,3860.0,0,0.408,0.159,0.002,0.002,19,23.72,0.47,4
14930,19,5003,4,0,2,240,0,0,87.895,0.085,87.812,0.000,0.9850,87.999,0.108,86.237,86.237,0.000,-0.202,0.209,0.209,0.207,0.211,1.7620,1.7620,-0.0000,0.1402,0.1402,1.6981,0.0648,0.9865,1.0000,14.352,22.341,0.082,0.159,0.068,0.163,1,1,3.938,3.536,3.938,3.536,-0.057,-0.031,-0.100,-0.031,0.0000,0.0000,0.1402,0.0000,3880.0,0,0.411,0.121,0.002,0.002,19,23.72,0.47,5
14950,20,5003,4,0,2,240,0,0,87.901,0.202,87.781,0.610,0.9838,88.006,0.098,86.237,86.237,0.000,-0.202,0.179,0.179,0.177,0.181,1.7692,1.7692,-0.0002,0.1539,0.1541,1.6988,0.0712,0.9878,1.0000,14.356,22.344,0.147,0.211,0.090,0.160,1,1,3.938,3.536,3.938,3.536,-0.019,-0.021,-0.193,0.000,0.0000,0.0000,0.1541,0.0000,3900.0,0,0.413,0.179,0.002,0.002,19,23.72,0.47,5
14971,21,5003,4,0,2,240,0,0,87.920,0.444,87.766,0.854,0.9833,87.993,0.086,86.237,86.237,0.000,-0.202,0.136,0.136,0.134,0.138,1.7564,1.7564,-0.0005,0.1243,0.1248,1.6994,0.0576,0.9893,1.0000,14.359,22.346,0.057,0.082,0.091,0.149,2,2,3.938,3.536,3.938,3.536,-0.080,-0.028,-0.356,-0.123,0.0000,0.0000,0.1248,0.0000,3920.0,0,0.416,0.069,0.003,0.003,19,23.72,0.47,4
14990,19,5003,4,0,2,240,0,0,87.937,0.628,87.772,1.038,0.9799,87.996,0.056,86.238,86.238,0.000,-0.202,0.062,0.062,0.059,0.065,1.7583,1.7583,-0.0007,0.1265,0.1272,1.7000,0.0587,0.9930,1.0000,14.362,22.349,0.153,0.108,0.076,0.144,1,1,3.938,3.536,3.938,3.536,-0.022,0.007,-0.087,-0.166,0.0000,0.0000,0.1272,0.0000,3940.0,0,0.419,0.130,0.003,0.003,19,23.72,0.44,5
15010,20,5004,4,0,2,240,0,0,87.939,0.547,87.410,0.061,0.9836,87.979,0.057,86.237,86.237,0.000,-0.202,0.071,0.071,0.068,0.074,1.7428,1.7428,-0.0008,0.0916,0.0924,1.7004,0.0427,0.9928,1.0000,14.363,22.351,0.033,0.021,0.068,0.128,1,1,3.938,3.536,3.938,3.536,-0.089,0.036,-0.266,-0.172,0.0000,0.0000,0.0924,0.0000,3960.0,0,0.421,0.027,0.002,0.002,19,23.72,0.44,5
15030,20,5003,4,0,2,240,0,0,87.945,0.508,87.908,0.549,0.9835,87.983,0.034,86.237,86.237,0.000,-0.202,0.027,0.027,0.025,0.030,1.7468,1.7468,-0.0009,0.0990,0.0999,1.7009,0.0462,0.9957,1.0000,14.365,22.352,0.137,0.089,0.063,0.136,1,1,3.938,3.536,3.938,3.536,0.037,-0.073,-0.156,-0.098,0.0000,0.0000,0.0999,0.0000,3980.0,0,0.422,0.113,0.003,0.003,19,23.72,0.44,5
15050,20,5003,4,0,2,240,0,0,87.951,0.546,87.635,0.671,0.9822,87.978,0.032,86.237,86.237,0.000,-0.202,0.020,0.020,0.017,0.024,1.7419,1.7419,-0.0010,0.0873,0.0883,1.7013,0.0408,0.9960,1.0000,14.367,22.353,0.082,0.050,0.018,0.114,1,1,3.938,3.536,3.938,3.536,0.049,-0.033,-0.010,-0.049,0.0000,0.0000,0.0883,0.0000,4000.0,0,0.424,0.066,0.004,0.004,19,23.72,0.44,5
15070,20,5001,4,0,2,240,0,0,87.957,0.522,87.605,0.488,0.9817,87.967,0.022,86.237,86.237,0.000,-0.202,0.002,0.002,-0.002,0.006,1.7309,1.7309,-0.0010,0.0626,0.0637,1.7016,0.0294,0.9973,1.0000,14.367,22.353,0.014,0.019,0.037,0.128,1,1,3.938,3.536,3.938,3.536,0.004,-0.022,-0.166,-0.087,0.0000,0.0000,0.0637,0.0000,4020.0,0,0.424,0.017,0.005,0.005,19,23.72,0.44,5
15090,20,5003,4,0,2,240,0,0,87.959,0.466,87.785,0.549,0.9855,87.954,0.009,86.237,86.237,0.000,-0.202,-0.020,-0.020,-0.025,-0.015,1.7173,1.7173,-0.0010,0.0327,0.0338,1.7017,0.0156,0.9989,1.0000,14.367,22.353,0.008,-0.054,0.027,0.113,1,1,3.938,3.536,3.938,3.536,-0.169,-0.058,-0.107,-0.101,0.0000,0.0000,0.0338,0.0000,4040.0,0,0.424,-0.023,0.005,0.005,19,23.72,0.44,5
15110,20,5001,4,0,2,240,0,0,87.965,0.462,87.821,0.366,0.9825,87.944,-0.011,86.237,86.237,0.000,-0.202,-0.059,-0.059,-0.064,-0.054,1.7074,1.7074,-0.0010,0.0111,0.0122,1.7018,0.0056,0.9986,1.0000,14.367,22.353,-0.031,-0.027,0.017,0.096,1,1,3.938,3.536,3.938,3.536,0.094,-0.037,-0.304,-0.159,0.0000,0.0000,0.0122,0.0000,4060.0,0,0.424,-0.029,0.005,0.005,19,23.72,0.44,5
15131,21,5003,4,0,2,240,0,0,87.973,0.516,87.689,0.793,0.9811,87.936,-0.029,86.237,86.237,0.000,-0.202,-0.099,-0.099,-0.103,-0.094,1.6994,1.6994,-0.0010,-0.0061,-0.0051,1.7018,-0.0024,0.9964,1.0000,14.367,22.353,-0.051,-0.025,-0.008,0.103,1,1,3.938,3.536,3.938,3.536,0.015,0.034,-0.133,-0.069,0.0000,0.0000,-0.0051,0.0000,4080.0,0,0.424,-0.038,0.005,0.005,19,23.72,0.44,5
15150,19,5003,4,0,2,240,0,0,87.976,0.456,87.660,0.305,0.9807,87.932,-0.040,86.237,86.237,0.000,-0.202,-0.117,-0.117,-0.121,-0.112,1.6951,1.6951,-0.0009,-0.0152,-0.0143,1.7017,-0.0066,0.9950,1.0000,14.366,22.352,0.022,-0.086,-0.023,0.074,1,1,3.938,3.536,3.938,3.536,0.002,0.021,-0.187,-0.192,0.0000,0.0000,-0.0143,0.0000,4100.0,0,0.423,-0.032,0.005,0.005,19,23.72,0.43,5
15170,20,5002,4,0,2,240,0,0,87.973,0.330,87.755,-0.183,0.9850,87.915,-0.041,86.237,86.237,0.000,-0.202,-0.108,-0.108,-0.113,-0.103,1.6774,1.6774,-0.0008,-0.0531,-0.0523,1.7015,-0.0242,0.9949,1.0000,14.364,22.350,-0.153,-0.094,-0.026,0.067,1,1,3.938,3.536,3.938,3.536,-0.082,0.046,-0.224,-0.093,0.0001,0.0000,-0.0523,0.0000,4120.0,0,0.421,-0.124,0.005,0.005,19,23.72,0.43,5
15190,20,5003,4,0,2,240,0,0,87.958,0.053,87.650,-0.732,0.9824,87.904,-0.043,86.237,86.237,0.000,-0.202,-0.090,-0.090,-0.095,-0.085,1.6675,1.6675,-0.0006,-0.0738,-0.0732,1.7011,-0.0338,0.9946,1.0000,14.362,22.347,-0.072,-0.152,-0.016,0.082,1,1,3.938,3.536,3.938,3.536,0.007,0.047,-0.153,-0.117,0.0000,0.0000,-0.0732,0.0000,4140.0,0,0.418,-0.112,0.005,0.005,19,23.72,0.43,5
15210,20,5003,4,0,2,240,0,0,87.947,-0.096,87.880,-0.305,0.9837,87.891,-0.043,86.236,86.236,0.000,-0.202,-0.079,-0.079,-0.084,-0.074,1.6548,1.6548,-0.0003,-0.1000,-0.0997,1.7007,-0.0461,0.9946,1.0000,14.359,22.343,-0.109,-0.188,0.005,0.099,1,1,3.939,3.536,3.938,3.536,0.019,0.098,-0.157,-0.151,0.0002,0.0000,-0.0997,0.0000,4160.0,0,0.415,-0.149,0.007,0.007,19,23.72,0.43,5
15231,21,5001,4,0,2,240,0,0,87.953,0.002,87.921,0.305,0.9827,87.894,-0.062,86.237,86.237,0.000,-0.202,-0.123,-0.123,-0.130,-0.117,1.6573,1.6573,-0.0002,-0.0939,-0.0937,1.7002,-0.0433,0.9923,1.0000,14.357,22.341,-0.100,-0.065,0.000,0.097,2,1,3.938,3.536,3.938,3.536,-0.028,0.048,-0.204,-0.145,0.0001,0.0000,-0.0937,0.0000,4180.0,0,0.413,-0.082,0.006,0.006,19,23.72,0.43,5
15250,19,5001,4,0,2,240,0,0,87.956,0.082,87.622,0.061,0.9829,87.889,-0.061,86.237,86.237,0.000,-0.202,-0.129,-0.129,-0.135,-0.123,1.6523,1.6523,-0.0000,-0.1035,-0.1034,1.6998,-0.0478,0.9923,1.0000,14.354,22.340,-0.159,-0.083,-0.014,0.070,1,1,3.938,3.536,3.938,3.536,-0.009,-0.099,-0.160,-0.040,0.0000,0.0000,-0.1034,0.0000,4200.0,0,0.411,-0.121,0.005,0.005,19,23.72,0.43,5
15270,20,5003,4,0,2,240,0,0,87.960,0.081,88.022,-0.061,0.9834,87.883,-0.071,86.237,86.237,0.000,-0.202,-0.148,-0.148,-0.153,-0.143,1.6470,1.6470,0.0001,-0.1140,-0.1141,1.6992,-0.0527,0.9911,1.0000,14.352,22.338,-0.147,-0.120,-0.023,0.048,1,1,3.938,3.536,3.938,3.536,0.105,0.055,-0.128,-0.137,0.0000,0.0000,-0.1141,0.0000,4220.0,0,0.409,-0.134,0.004,0.004,19,23.72,0.43,5
15290,20,5001,4,0,2,240,0,0,87.965,0.165,87.834,0.488,0.9820,87.886,-0.081,86.237,86.237,0.000,-0.202,-0.176,-0.176,-0.180,-0.171,1.6492,1.6492,0.0002,-0.1080,-0.1082,1.6987,-0.0500,0.9899,1.0000,14.351,22.337,-0.071,-0.123,-0.051,0.030,1,1,3.938,3.536,3.938,3.536,-0.071,0.028,-0.213,-0.225,0.0001,0.0000,-0.1082,0.0000,4240.0,0,0.407,-0.097,0.004,0.004,19,23.72,0.43,5
15310,20,5003,4,0,2,240,0,0,87.963,0.077,87.895,-0.305,0.9837,87.885,-0.077,86.237,86.237,0.000,-0.202,-0.160,-0.160,-0.164,-0.156,1.6481,1.6481,0.0004,-0.1092,-0.1096,1.6982,-0.0506,0.9904,1.0000,14.349,22.335,-0.147,-0.076,-0.082,0.016,1,1,3.938,3.536,3.938,3.536,0.065,0.011,-0.127,-0.119,0.0001,0.0000,-0.1096,0.0000,4260.0,0,0.406,-0.111,0.004,0.004,19,23.72,0.31,5
15330,20,5003,4,0,2,240,0,0,87.958,-0.001,87.977,-0.366,0.9824,87.889,-0.073,86.237,86.237,0.000,-0.202,-0.146,-0.146,-0.151,-0.142,1.6527,1.6527,0.0005,-0.0979,-0.0984,1.6978,-0.0455,0.9909,1.0000,14.347,22.333,-0.097,-0.057,-0.102,-0.013,1,1,3.938,3.536,3.938,3.536,-0.005,-0.113,-0.045,-0.059,0.0000,0.0000,-0.0984,0.0000,4280.0,0,0.404,-0.077,0.004,0.004,19,23.72,0.31,4
