# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# pos_kp=0.4000
# pos_ki=0.1500
# pos_kd=0.0500
# pos_shift_max=5.00
# pos_deadband=0.15
# pos_gate_err=8.00
# origin_leak=0.1500
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_origin_reset=true
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,origin_drift,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,pos_gate,flags
239,1,0.64,4.88,0.00,0.00,0.00,0.00,-24.08,-21.36,0.01,0.05,4.04,3.63,0.00,0.00,0.00,0.00,0
261,1,0.91,7.50,0.00,0.00,0.00,0.00,-24.08,-21.36,0.01,0.05,4.06,3.64,0.00,0.00,0.00,0.00,0
281,1,1.24,10.42,0.00,0.00,0.00,0.00,-24.08,-21.36,0.01,0.05,4.07,3.65,0.00,0.00,0.00,0.00,0
300,1,1.68,13.78,0.00,0.00,0.00,0.00,-24.08,-21.36,0.01,0.05,4.09,3.66,0.00,0.00,0.00,0.00,0
320,1,2.13,16.40,0.00,0.00,0.00,0.00,-24.08,-21.36,0.01,0.05,4.10,3.67,0.00,0.00,0.00,0.00,0
340,1,2.58,18.09,0.00,0.00,0.00,0.00,-24.08,-21.36,0.01,0.05,4.11,3.68,0.00,0.00,0.00,0.00,0
360,1,3.02,19.06,0.00,0.00,0.00,0.00,-24.08,-21.35,0.01,-0.02,4.13,3.69,0.00,0.00,0.00,0.00,0
380,1,3.43,19.45,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,-0.02,4.14,3.70,0.00,0.00,0.00,0.00,0
400,1,3.85,19.91,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,-0.02,4.15,3.72,0.00,0.00,0.00,0.00,0
420,1,4.29,20.51,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,-0.02,4.17,3.73,0.00,0.00,0.00,0.00,0
440,1,4.75,21.30,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,-0.02,4.18,3.74,0.00,0.00,0.00,0.00,0
460,1,5.22,21.96,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,-0.02,4.20,3.75,0.00,0.00,0.00,0.00,0
481,1,5.69,22.47,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,-0.02,4.21,3.77,0.00,0.00,0.00,0.00,0
499,1,6.18,23.02,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,-0.02,4.22,3.78,0.00,0.00,0.00,0.00,0
521,1,6.68,23.47,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.03,4.24,3.79,0.00,0.00,0.00,0.00,0
540,1,7.17,23.68,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.03,4.25,3.80,0.00,0.00,0.00,0.00,0
561,1,7.67,23.93,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.03,4.27,3.82,0.00,0.00,0.00,0.00,0
581,1,8.16,24.10,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.03,4.28,3.83,0.00,0.00,0.00,0.00,0
600,1,8.66,24.32,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.03,4.29,3.84,0.00,0.00,0.00,0.00,0
620,1,9.17,24.62,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.03,4.31,3.85,0.00,0.00,0.00,0.00,0
640,1,9.69,24.92,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.03,4.32,3.87,0.00,0.00,0.00,0.00,0
660,1,10.21,25.24,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.03,4.33,3.88,0.00,0.00,0.00,0.00,0
681,1,10.73,25.51,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.05,4.35,3.89,0.00,0.00,0.00,0.00,0
700,1,11.27,25.94,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.05,4.36,3.91,0.00,0.00,0.00,0.00,0
720,1,11.81,26.10,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.05,4.38,3.92,0.00,0.00,0.00,0.00,0
740,1,12.33,26.12,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.05,4.39,3.93,0.00,0.00,0.00,0.00,0
760,1,12.86,26.22,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.05,4.41,3.95,0.00,0.00,0.00,0.00,0
781,1,13.40,26.44,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.05,4.42,3.96,0.00,0.00,0.00,0.00,0
800,1,13.94,26.55,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.05,4.43,3.98,0.00,0.00,0.00,0.00,0
820,1,14.48,26.61,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.05,4.45,3.99,0.00,0.00,0.00,0.00,0
840,1,15.02,26.75,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,-0.01,4.46,4.00,0.00,0.00,0.00,0.00,0
860,1,15.58,27.06,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.03,-0.01,4.47,4.02,0.00,0.00,0.00,0.00,0
879,1,16.13,27.23,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.03,-0.01,4.49,4.03,0.00,0.00,0.00,0.00,0
901,1,16.70,27.52,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.03,-0.01,4.50,4.04,0.00,0.00,0.00,0.00,0
921,1,17.26,27.64,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.03,-0.01,4.52,4.06,0.00,0.00,0.00,0.00,0
940,1,17.81,27.48,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.03,-0.01,4.53,4.07,0.00,0.00,0.00,0.00,0
960,1,18.36,27.58,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.03,-0.01,4.55,4.08,0.00,0.00,0.00,0.00,0
980,1,18.92,27.55,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.03,-0.01,4.56,4.10,0.00,0.00,0.00,0.00,0
1001,1,19.47,27.58,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.03,0.01,4.57,4.11,0.00,0.00,0.00,0.00,0
1019,1,20.05,27.88,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.59,4.13,0.00,0.00,0.00,0.00,0
1041,1,20.62,28.12,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.60,4.14,0.00,0.00,0.00,0.00,0
1060,1,21.20,28.23,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.62,4.15,0.00,0.00,0.00,0.00,0
1080,1,21.77,28.27,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.63,4.17,0.00,0.00,0.00,0.00,0
1101,1,22.34,28.21,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.64,4.18,0.00,0.00,0.00,0.00,0
1121,1,22.91,28.31,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.66,4.20,0.00,0.00,0.00,0.00,0
1139,1,23.49,28.41,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.67,4.21,0.00,0.00,0.00,0.00,0
1161,1,24.07,28.52,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.69,4.22,0.00,0.00,0.00,0.00,0
1180,1,24.66,28.74,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.70,4.24,0.00,0.00,0.00,0.00,0
1201,1,25.24,28.87,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.71,4.25,0.00,0.00,0.00,0.00,0
1220,1,25.84,29.09,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.73,4.27,0.00,0.00,0.00,0.00,0
1240,1,26.43,29.07,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.74,4.28,0.00,0.00,0.00,0.00,0
1260,1,27.00,28.88,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.76,4.29,0.00,0.00,0.00,0.00,0
1279,1,27.58,29.00,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.77,4.31,0.00,0.00,0.00,0.00,0
1301,1,28.19,29.37,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,0.01,4.78,4.32,0.00,0.00,0.00,0.00,0
1321,1,28.80,29.54,0.00,0.00,0.00,0.00,-24.08,-21.35,0.02,-0.03,4.80,4.34,0.00,0.00,0.00,0.00,0
1340,1,29.39,29.53,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.05,-0.03,4.81,4.35,0.00,0.00,0.00,0.00,0
1360,1,29.96,29.09,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.05,-0.03,4.83,4.36,0.00,0.00,0.00,0.00,0
1380,1,30.50,27.89,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.05,-0.03,4.84,4.37,0.00,0.00,0.00,0.00,0
1400,1,30.98,26.27,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.05,-0.03,4.86,4.38,0.00,0.00,0.00,0.00,0
1420,1,31.39,24.20,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.05,-0.03,4.87,4.39,0.00,0.00,0.00,0.00,0
1440,1,31.77,22.41,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.05,-0.03,4.88,4.40,0.00,0.00,0.00,0.00,0
1460,1,32.14,21.29,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.05,-0.03,4.90,4.41,0.00,0.00,0.00,0.00,0
1480,1,32.52,20.71,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.05,0.06,4.91,4.42,0.00,0.00,0.00,0.00,0
1501,1,32.93,20.68,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,0.06,4.93,4.43,0.00,0.00,0.00,0.00,0
1519,1,33.34,20.70,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,0.06,4.94,4.44,0.00,0.00,0.00,0.00,0
1541,1,33.77,20.77,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,0.06,4.95,4.45,0.00,0.00,0.00,0.00,0
1561,1,34.18,20.62,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,0.06,4.97,4.46,0.00,0.00,0.00,0.00,0
1580,1,34.58,20.25,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,0.06,4.98,4.47,0.00,0.00,0.00,0.00,0
1601,1,34.97,19.95,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,0.06,5.00,4.48,0.00,0.00,0.00,0.00,0
1620,1,35.36,19.66,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,0.06,5.01,4.49,0.00,0.00,0.00,0.00,0
1640,1,35.74,19.36,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,0.03,5.03,4.50,0.00,0.00,0.00,0.00,0
1659,1,36.11,19.15,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.00,0.03,5.04,4.50,0.00,0.00,0.00,0.00,0
1681,1,36.48,18.88,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.00,0.03,5.05,4.51,0.00,0.00,0.00,0.00,0
1701,1,36.85,18.79,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.00,0.03,5.07,4.52,0.00,0.00,0.00,0.00,0
1720,1,37.23,18.76,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.00,0.03,5.08,4.53,0.00,0.00,0.00,0.00,0
1740,1,37.61,18.64,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.00,0.03,5.10,4.54,0.00,0.00,0.00,0.00,0
1760,1,37.97,18.44,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.00,0.03,5.11,4.55,0.00,0.00,0.00,0.00,0
1779,1,38.34,18.32,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.00,0.03,5.12,4.55,0.00,0.00,0.00,0.00,0
1801,1,38.71,18.37,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.00,0.04,5.13,4.56,0.00,0.00,0.00,0.00,0
1820,1,39.09,18.44,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.04,5.15,4.57,0.00,0.00,0.00,0.00,0
1840,1,39.46,18.37,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.04,5.16,4.58,0.00,0.00,0.00,0.00,0
1860,1,39.83,18.10,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.04,5.17,4.59,0.00,0.00,0.00,0.00,0
1880,1,40.17,17.59,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.04,5.19,4.59,0.00,0.00,0.00,0.00,0
1901,1,40.50,17.00,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.04,5.20,4.60,0.00,0.00,0.00,0.00,0
1920,1,40.82,16.66,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.04,5.21,4.61,0.00,0.00,0.00,0.00,0
1940,1,41.16,16.81,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.04,5.23,4.62,0.00,0.00,0.00,0.00,0
1960,1,41.51,17.14,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,-0.04,5.24,4.63,0.00,0.00,0.00,0.00,0
1980,1,41.87,17.12,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,-0.04,5.25,4.63,0.00,0.00,0.00,0.00,0
2001,1,42.23,17.08,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,-0.04,5.26,4.64,0.00,0.00,0.00,0.00,0
2020,1,42.60,16.98,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,-0.04,5.27,4.65,0.00,0.00,0.00,0.00,0
2039,1,42.93,16.60,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,-0.04,5.28,4.65,0.00,0.00,0.00,0.00,0
2061,1,43.22,15.93,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,-0.04,5.30,4.66,0.00,0.00,0.00,0.00,0
2081,1,43.51,15.55,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,-0.04,5.31,4.67,0.00,0.00,0.00,0.00,0
2101,1,43.83,15.82,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,-0.04,5.32,4.68,0.00,0.00,0.00,0.00,0
2120,1,44.17,16.10,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.01,0.00,5.33,4.68,0.00,0.00,0.00,0.00,0
2140,1,44.52,16.39,0.00,0.00,0.00,0.00,-24.08,-21.35,0.08,0.00,5.34,4.69,0.00,0.00,0.00,0.00,0
2159,1,44.87,16.58,0.00,0.00,0.00,0.00,-24.08,-21.35,0.08,0.00,5.35,4.70,0.00,0.00,0.00,0.00,0
2181,1,45.22,16.78,0.00,0.00,0.00,0.00,-24.08,-21.35,0.08,0.00,5.36,4.70,0.00,0.00,0.00,0.00,0
2201,1,45.57,16.70,0.00,0.00,0.00,0.00,-24.08,-21.35,0.08,0.00,5.38,4.71,0.00,0.00,0.00,0.00,0
2220,1,45.89,16.14,0.00,0.00,0.00,0.00,-24.08,-21.35,0.08,0.00,5.39,4.72,0.00,0.00,0.00,0.00,0
2240,1,46.19,15.61,0.00,0.00,0.00,0.00,-24.08,-21.35,0.08,0.00,5.40,4.72,0.00,0.00,0.00,0.00,0
2260,1,46.48,15.05,0.00,0.00,0.00,0.00,-24.08,-21.35,0.08,0.00,5.41,4.73,0.00,0.00,0.00,0.00,0
2280,1,46.76,14.65,0.00,0.00,0.00,0.00,-24.08,-21.35,0.08,-0.06,5.42,4.74,0.00,0.00,0.00,0.00,0
2300,1,47.05,14.40,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,-0.06,5.43,4.74,0.00,0.00,0.00,0.00,0
2320,1,47.33,14.28,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,-0.06,5.44,4.75,0.00,0.00,0.00,0.00,0
2340,1,47.64,14.58,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,-0.06,5.45,4.76,0.00,0.00,0.00,0.00,0
2360,1,47.94,14.75,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,-0.06,5.46,4.76,0.00,0.00,0.00,0.00,0
2380,1,48.25,14.74,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,-0.06,5.47,4.77,0.00,0.00,0.00,0.00,0
2401,1,48.54,14.60,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,-0.06,5.48,4.77,0.00,0.00,0.00,0.00,0
2419,1,48.83,14.40,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,-0.06,5.49,4.78,0.00,0.00,0.00,0.00,0
2441,1,49.11,14.21,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.01,5.50,4.79,0.00,0.00,0.00,0.00,0
2460,1,49.39,14.18,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.01,5.51,4.79,0.00,0.00,0.00,0.00,0
2480,1,49.68,14.26,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.01,5.52,4.80,0.00,0.00,0.00,0.00,0
2501,1,49.98,14.34,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.01,5.53,4.80,0.00,0.00,0.00,0.00,0
2520,1,50.27,14.29,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.01,5.54,4.81,0.00,0.00,0.00,0.00,0
2540,1,50.56,14.12,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.01,5.55,4.82,0.00,0.00,0.00,0.00,0
2559,1,50.84,13.82,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.01,5.56,4.82,0.00,0.00,0.00,0.00,0
2581,1,51.11,13.60,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,0.01,5.57,4.83,0.00,0.00,0.00,0.00,0
2601,1,51.38,13.55,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,-0.01,5.58,4.83,0.00,0.00,0.00,0.00,0
2620,1,51.66,13.56,0.00,0.00,0.00,0.00,-24.08,-21.35,0.04,-0.01,5.59,4.84,0.00,0.00,0.00,0.00,0
2640,1,51.94,13.52,0.00,0.00,0.00,0.00,-24.08,-21.35,0.04,-0.01,5.59,4.84,0.00,0.00,0.00,0.00,0
2660,1,52.22,13.42,0.00,0.00,0.00,0.00,-24.08,-21.35,0.04,-0.01,5.60,4.85,0.00,0.00,0.00,0.00,0
2679,1,52.49,13.24,0.00,0.00,0.00,0.00,-24.08,-21.35,0.04,-0.01,5.61,4.85,0.00,0.00,0.00,0.00,0
2701,1,52.75,13.05,0.00,0.00,0.00,0.00,-24.08,-21.35,0.04,-0.01,5.62,4.86,0.00,0.00,0.00,0.00,0
2721,1,53.01,12.74,0.00,0.00,0.00,0.00,-24.08,-21.35,0.04,-0.01,5.63,4.87,0.00,0.00,0.00,0.00,0
2740,1,53.25,12.28,0.00,0.00,0.00,0.00,-24.08,-21.35,0.04,-0.01,5.64,4.87,0.00,0.00,0.00,0.00,0
2760,1,53.48,11.83,0.00,0.00,0.00,0.00,-24.08,-21.35,0.04,0.05,5.64,4.88,0.00,0.00,0.00,0.00,0
2780,1,53.69,11.60,0.00,0.00,0.00,0.00,-24.08,-21.35,0.05,0.05,5.65,4.88,0.00,0.00,0.00,0.00,0
2799,1,53.92,11.69,0.00,0.00,0.00,0.00,-24.08,-21.35,0.05,0.05,5.66,4.89,0.00,0.00,0.00,0.00,0
2821,1,54.18,12.24,0.00,0.00,0.00,0.00,-24.08,-21.35,0.05,0.05,5.67,4.89,0.00,0.00,0.00,0.00,0
2841,1,54.46,12.75,0.00,0.00,0.00,0.00,-24.08,-21.35,0.05,0.05,5.68,4.90,0.00,0.00,0.00,0.00,0
2860,1,54.77,13.09,0.00,0.00,0.00,0.00,-24.08,-21.35,0.05,0.05,5.69,4.90,0.00,0.00,0.00,0.00,0
2880,1,55.05,13.02,0.00,0.00,0.00,0.00,-24.08,-21.35,0.05,0.05,5.69,4.91,0.00,0.00,0.00,0.00,0
2900,1,55.29,12.56,0.00,0.00,0.00,0.00,-24.08,-21.35,0.05,0.05,5.70,4.91,0.00,0.00,0.00,0.00,0
2921,1,55.53,12.19,0.00,0.00,0.00,0.00,-24.08,-21.35,0.05,0.00,5.71,4.92,0.00,0.00,0.00,0.00,0
2939,1,55.76,11.97,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,0.00,5.72,4.92,0.00,0.00,0.00,0.00,0
2961,1,56.00,11.90,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,0.00,5.72,4.92,0.00,0.00,0.00,0.00,0
2980,1,56.25,12.08,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,0.00,5.73,4.93,0.00,0.00,0.00,0.00,0
3000,1,56.51,12.19,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,0.00,5.74,4.93,0.00,0.00,0.00,0.00,0
3021,1,56.76,12.28,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,0.00,5.75,4.94,0.00,0.00,0.00,0.00,0
3041,1,57.02,12.23,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,0.00,5.75,4.94,0.00,0.00,0.00,0.00,0
3059,1,57.25,11.89,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,0.00,5.76,4.95,0.00,0.00,0.00,0.00,0
3081,1,57.48,11.45,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,-0.02,5.77,4.95,0.00,0.00,0.00,0.00,0
3100,1,57.68,10.99,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,-0.02,5.78,4.96,0.00,0.00,0.00,0.00,0
3121,1,57.88,10.65,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,-0.02,5.78,4.96,0.00,0.00,0.00,0.00,0
3140,1,58.09,10.52,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,-0.02,5.79,4.97,0.00,0.00,0.00,0.00,0
3160,1,58.29,10.46,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,-0.02,5.80,4.97,0.00,0.00,0.00,0.00,0
3180,1,58.51,10.52,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,-0.02,5.80,4.97,0.00,0.00,0.00,0.00,0
3199,1,58.72,10.46,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,-0.02,5.81,4.98,0.00,0.00,0.00,0.00,0
3221,1,58.94,10.36,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,-0.02,5.82,4.98,0.00,0.00,0.00,0.00,0
3241,1,59.14,10.18,0.00,0.00,0.00,0.00,-24.08,-21.35,0.00,-0.02,5.82,4.99,0.00,0.00,0.00,0.00,0
3260,1,59.34,10.12,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,-0.02,5.83,4.99,0.00,0.00,0.00,0.00,0
3280,1,59.54,10.22,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,-0.02,5.84,4.99,0.00,0.00,0.00,0.00,0
3300,1,59.77,10.54,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,-0.02,5.84,5.00,0.00,0.00,0.00,0.00,0
3320,1,60.01,10.81,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,-0.02,5.85,5.00,0.00,0.00,0.00,0.00,0
3340,1,60.24,11.01,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,-0.02,5.86,5.01,0.00,0.00,0.00,0.00,0
3360,1,60.48,11.16,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,-0.02,5.86,5.01,0.00,0.00,0.00,0.00,0
3380,1,60.72,11.18,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,-0.02,5.87,5.01,0.00,0.00,0.00,0.00,0
3400,1,60.95,11.01,0.00,0.00,0.00,0.00,-24.08,-21.35,0.03,-0.01,5.87,5.02,0.00,0.00,0.00,0.00,0
3421,1,61.16,10.44,0.00,0.00,0.00,0.00,-24.08,-21.35,0.01,-0.01,5.88,5.02,0.00,0.00,0.00,0.00,0
3440,1,61.34,9.83,0.00,0.00,0.00,0.00,-24.08,-21.35,0.01,-0.01,5.89,5.03,0.00,0.00,0.00,0.00,0
3460,1,61.50,9.14,0.00,0.00,0.00,0.00,-24.08,-21.35,0.01,-0.01,5.89,5.03,0.00,0.00,0.00,0.00,0
3480,1,61.66,8.61,0.00,0.00,0.00,0.00,-24.08,-21.35,0.01,-0.01,5.90,5.03,0.00,0.00,0.00,0.00,0
3500,1,61.82,8.44,0.00,0.00,0.00,0.00,-24.08,-21.35,0.01,-0.01,5.90,5.04,0.00,0.00,0.00,0.00,0
3521,1,61.98,8.47,0.00,0.00,0.00,0.00,-24.08,-21.35,0.01,-0.01,5.91,5.04,0.00,0.00,0.00,0.00,0
3540,1,62.17,8.81,0.00,0.00,0.00,0.00,-24.08,-21.35,0.01,-0.01,5.92,5.04,0.00,0.00,0.00,0.00,0
3560,1,62.37,9.06,0.00,0.00,0.00,0.00,-24.08,-21.35,0.01,-0.04,5.92,5.05,0.00,0.00,0.00,0.00,0
3579,1,62.58,9.31,0.00,0.00,0.00,0.00,-24.08,-21.35,-0.02,-0.04,5.93,5.05,0.00,0.00,0.00,0.00,0
