# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.0500
# arm_bal_ki=0.0250
# arm_bal_kd=0.0150
# arm_bal_max_frac=0.1500
# arm_bal_frac_rate=0.3000
# arm_bal_early_frac_rate=0.1500
# arm_bal_motor_speed=2.00
# arm_bal_deadband=0.15
# arm_bal_integral_max=0.15
# arm_bal_decay=0.9950
# arm_sp_track_rate=0.1500
# arm_center_left=1.7683
# arm_center_right=-1.7671
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,arm_sp_frac,arm_bal_integ,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,arm_l_tgt,arm_r_tgt,meas_drift,meas_vel,flags
961,1,18.54,27.95,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.00,0.03,4.56,4.09,4.61,4.19,0.00,0.00,0
980,1,19.11,27.98,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.00,0.03,4.57,4.11,4.63,4.20,0.00,0.00,0
1001,1,19.68,28.24,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.00,0.03,4.59,4.12,4.64,4.21,0.00,0.00,0
1020,1,20.26,28.51,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.00,0.03,4.60,4.14,4.65,4.23,0.00,0.00,0
1041,1,20.84,28.53,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.00,0.03,4.62,4.15,4.67,4.24,0.00,0.00,0
1060,1,21.42,28.67,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.00,0.03,4.63,4.17,4.68,4.25,0.00,0.00,0
1080,1,21.99,28.72,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.00,0.03,4.64,4.18,4.70,4.26,0.00,0.00,0
1101,1,22.57,28.79,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.04,0.03,4.66,4.19,4.71,4.27,0.00,0.00,0
1120,1,23.15,28.91,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.04,0.03,4.67,4.21,4.72,4.28,0.00,0.00,0
1141,1,23.75,29.15,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.04,0.03,4.69,4.22,4.74,4.29,0.00,0.00,0
1161,1,24.33,29.24,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.04,0.03,4.70,4.24,4.75,4.30,0.00,0.00,0
1180,1,24.92,29.14,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.04,0.03,4.72,4.25,4.77,4.31,0.00,0.00,0
1200,1,25.51,29.34,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.04,0.03,4.73,4.26,4.78,4.32,0.00,0.00,0
1221,1,26.10,29.39,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.04,0.03,4.74,4.28,4.79,4.33,0.00,0.00,0
1241,1,26.69,29.41,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.04,0.05,4.76,4.29,4.81,4.34,0.00,0.00,0
1260,1,27.30,29.65,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.05,0.05,4.77,4.31,4.82,4.35,0.00,0.00,0
1281,1,27.91,29.83,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.05,0.05,4.79,4.32,4.84,4.36,0.00,0.00,0
1300,1,28.51,29.68,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.05,0.05,4.80,4.33,4.85,4.37,0.00,0.00,0
1321,1,29.10,29.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.05,0.05,4.81,4.35,4.86,4.38,0.00,0.00,0
1339,1,29.51,28.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.05,0.05,4.83,4.36,4.88,4.39,0.00,0.00,0
1361,1,30.15,27.37,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.05,0.05,4.84,4.37,4.89,4.40,0.00,0.00,0
1380,1,30.61,25.71,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.05,0.05,4.86,4.38,4.91,4.41,0.00,0.00,0
1401,1,31.03,24.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.05,0.04,4.87,4.39,4.92,4.42,0.00,0.00,0
1420,1,31.41,22.46,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.04,4.89,4.40,4.93,4.43,0.00,0.00,0
1441,1,31.79,21.31,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.04,4.90,4.41,4.95,4.44,0.00,0.00,0
1459,1,32.09,20.98,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.04,4.91,4.42,4.96,4.45,0.00,0.00,0
1481,1,32.59,20.66,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.04,4.93,4.43,4.98,4.46,0.00,0.00,0
1500,1,33.01,20.79,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.04,4.94,4.44,4.99,4.47,0.00,0.00,0
1521,1,33.42,20.72,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.04,4.96,4.45,5.00,4.48,0.00,0.00,0
1540,1,33.82,20.41,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.04,4.97,4.46,5.02,4.49,0.00,0.00,0
1560,1,34.21,20.06,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,-0.06,4.99,4.47,5.03,4.50,0.00,0.00,0
1580,1,34.61,20.13,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.03,-0.06,5.00,4.48,5.05,4.50,0.00,0.00,0
1600,1,35.01,20.07,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.03,-0.06,5.01,4.48,5.06,4.51,0.00,0.00,0
1621,1,35.42,20.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.03,-0.06,5.03,4.49,5.07,4.52,0.00,0.00,0
1641,1,35.82,19.91,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.03,-0.06,5.04,4.50,5.09,4.53,0.00,0.00,0
1660,1,36.20,19.49,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.03,-0.06,5.06,4.51,5.10,4.54,0.00,0.00,0
1681,1,36.58,19.16,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.03,-0.06,5.07,4.52,5.12,4.55,0.00,0.00,0
1700,1,36.95,19.12,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.03,-0.06,5.09,4.53,5.13,4.55,0.00,0.00,0
1720,1,37.33,18.96,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.03,0.01,5.10,4.54,5.14,4.56,0.00,0.00,0
1741,1,37.71,18.77,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.03,0.01,5.11,4.54,5.16,4.57,0.00,0.00,0
1760,1,38.08,18.62,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.03,0.01,5.13,4.55,5.17,4.58,0.00,0.00,0
1781,1,38.45,18.48,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.03,0.01,5.14,4.56,5.18,4.59,0.00,0.00,0
1801,1,38.81,18.23,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.03,0.01,5.15,4.57,5.19,4.60,0.00,0.00,0
1820,1,39.18,18.08,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.03,0.01,5.17,4.58,5.21,4.60,0.00,0.00,0
1840,1,39.54,17.96,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.03,0.01,5.18,4.59,5.22,4.61,0.00,0.00,0
1861,1,39.90,17.87,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.03,0.01,5.19,4.59,5.23,4.62,0.00,0.00,0
1881,1,40.26,17.83,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.03,-0.03,5.20,4.60,5.24,4.63,0.00,0.00,0
1900,1,40.63,17.94,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,-0.03,5.22,4.61,5.26,4.63,0.00,0.00,0
1921,1,40.99,17.78,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,-0.03,5.23,4.62,5.27,4.64,0.00,0.00,0
1940,1,41.33,17.36,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,-0.03,5.24,4.62,5.28,4.65,0.00,0.00,0
1961,1,41.66,17.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,-0.03,5.25,4.63,5.29,4.66,0.00,0.00,0
1980,1,41.92,16.84,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,-0.03,5.27,4.64,5.30,4.66,0.00,0.00,0
2001,1,42.33,16.67,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,-0.03,5.28,4.65,5.32,4.67,0.00,0.00,0
2020,1,42.68,16.77,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,-0.03,5.29,4.65,5.33,4.68,0.00,0.00,0
2041,1,43.02,16.82,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,-0.00,5.30,4.66,5.34,4.68,0.00,0.00,0
2060,1,43.37,16.94,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.01,-0.00,5.31,4.67,5.35,4.69,0.00,0.00,0
2081,1,43.72,16.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.01,-0.00,5.33,4.68,5.36,4.70,0.00,0.00,0
2099,1,43.97,16.68,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.01,-0.00,5.34,4.68,5.37,4.70,0.00,0.00,0
2121,1,44.38,16.29,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.01,-0.00,5.35,4.69,5.38,4.71,0.00,0.00,0
2140,1,44.69,16.06,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.01,-0.00,5.36,4.70,5.39,4.72,0.00,0.00,0
2161,1,45.01,15.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.01,-0.00,5.37,4.70,5.40,4.73,0.00,0.00,0
2180,1,45.33,15.82,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.01,-0.00,5.38,4.71,5.42,4.73,0.00,0.00,0
2201,1,45.64,15.78,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.01,-0.02,5.39,4.72,5.43,4.74,0.00,0.00,0
2219,1,45.89,15.77,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,-0.02,5.40,4.72,5.44,4.74,0.00,0.00,0
2241,1,46.28,15.68,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,-0.02,5.41,4.73,5.45,4.75,0.00,0.00,0
2260,1,46.60,15.58,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,-0.02,5.43,4.74,5.46,4.76,0.00,0.00,0
2281,1,46.91,15.43,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,-0.02,5.44,4.74,5.47,4.76,0.00,0.00,0
2300,1,47.21,15.31,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,-0.02,5.45,4.75,5.48,4.77,0.00,0.00,0
2321,1,47.51,15.13,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,-0.02,5.46,4.76,5.49,4.78,0.00,0.00,0
2340,1,47.81,15.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,-0.02,5.47,4.76,5.50,4.78,0.00,0.00,0
2360,1,48.11,14.83,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.01,5.48,4.77,5.51,4.79,0.00,0.00,0
2381,1,48.41,14.84,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.01,5.49,4.77,5.52,4.79,0.00,0.00,0
2401,1,48.70,14.76,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.01,5.50,4.78,5.53,4.80,0.00,0.00,0
2419,1,48.93,14.69,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.01,5.51,4.79,5.54,4.81,0.00,0.00,0
2441,1,49.30,14.58,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.01,5.52,4.79,5.55,4.81,0.00,0.00,0
2460,1,49.59,14.52,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.01,5.53,4.80,5.56,4.82,0.00,0.00,0
2480,1,49.87,14.37,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.01,5.54,4.81,5.56,4.82,0.00,0.00,0
2501,1,50.16,14.26,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.01,5.54,4.81,5.57,4.83,0.00,0.00,0
2520,1,50.44,14.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.02,0.02,5.55,4.82,5.58,4.84,0.00,0.00,0
2541,1,50.71,13.74,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.02,5.56,4.82,5.59,4.84,0.00,0.00,0
2560,1,50.98,13.57,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.02,5.57,4.83,5.60,4.85,0.00,0.00,0
2581,1,51.26,13.67,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.02,5.58,4.83,5.61,4.85,0.00,0.00,0
2601,1,51.54,13.75,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.02,5.59,4.84,5.62,4.86,0.00,0.00,0
2619,1,51.76,13.79,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.02,5.60,4.85,5.63,4.86,0.00,0.00,0
2641,1,52.10,13.58,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.02,5.61,4.85,5.64,4.87,0.00,0.00,0
2660,1,52.37,13.35,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.02,5.62,4.86,5.64,4.87,0.00,0.00,0
2681,1,52.63,13.13,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.01,5.63,4.86,5.65,4.88,0.00,0.00,0
2700,1,52.89,12.91,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.01,5.63,4.87,5.66,4.88,0.00,0.00,0
2721,1,53.15,12.79,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.01,5.64,4.87,5.67,4.89,0.00,0.00,0
2739,1,53.35,12.81,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.01,5.65,4.88,5.68,4.89,0.00,0.00,0
2761,1,53.68,12.85,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.01,5.66,4.88,5.69,4.90,0.00,0.00,0
2780,1,53.95,13.01,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.01,5.67,4.89,5.69,4.90,0.00,0.00,0
2801,1,54.23,13.13,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.01,5.68,4.89,5.70,4.91,0.00,0.00,0
2819,1,54.43,13.07,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,0.01,5.68,4.90,5.71,4.91,0.00,0.00,0
2841,1,54.76,12.81,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.00,-0.03,5.69,4.90,5.72,4.92,0.00,0.00,0
2859,1,54.95,12.53,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.04,-0.03,5.70,4.91,5.73,4.92,0.00,0.00,0
2881,1,55.25,12.25,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.04,-0.03,5.71,4.91,5.73,4.93,0.00,0.00,0
2900,1,55.49,12.06,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.04,-0.03,5.72,4.92,5.74,4.93,0.00,0.00,0
2920,1,55.73,11.96,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.04,-0.03,5.72,4.92,5.75,4.94,0.00,0.00,0
2941,1,55.98,11.83,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.04,-0.03,5.73,4.93,5.76,4.94,0.00,0.00,0
2960,1,56.22,11.61,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.04,-0.03,5.74,4.93,5.76,4.95,0.00,0.00,0
2981,1,56.44,11.27,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.04,-0.03,5.75,4.94,5.77,4.95,0.00,0.00,0
3000,1,56.64,10.94,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,-0.04,0.01,5.75,4.94,5.78,4.96,0.00,0.00,0
3021,1,56.85,10.82,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,0.01,5.76,4.95,5.79,4.96,0.00,0.00,0
3041,1,57.07,10.88,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,0.01,5.77,4.95,5.79,4.96,0.00,0.00,0
3060,1,57.31,11.31,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,0.01,5.77,4.95,5.80,4.97,0.00,0.00,0
3081,1,57.57,11.73,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,0.01,5.78,4.96,5.81,4.97,0.00,0.00,0
3100,1,57.84,12.02,0.00,0.00,0.00,0.0000,0.0000,0.0000,2.47,9.62,0.01,0.01,5.79,4.96,5.81,4.98,0.00,0.00,0
