# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# arm_bal_kp=0.1000
# arm_bal_ki=0.0400
# arm_bal_kd=0.0200
# arm_bal_max_frac=0.6000
# arm_bal_speed=4.00
# arm_bal_deadband=0.15
# arm_bal_integral_max=0.60
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_center=83.00
# base_sp_rate_max=3.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_gate_err=8.00
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,arm_bal_frac,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
440,1,4.86,21.20,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,-0.03,4.17,3.74,0.00,0.00,0.00,0
459,1,5.33,21.92,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,-0.03,4.19,3.76,0.00,0.00,0.00,0
480,1,5.80,22.47,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,-0.03,4.20,3.77,0.00,0.00,0.00,0
499,1,6.28,22.83,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,-0.03,4.21,3.78,0.00,0.00,0.00,0
519,1,6.77,23.24,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,0.01,4.23,3.79,0.00,0.00,0.00,0
538,1,7.26,23.63,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.01,4.24,3.81,0.00,0.00,0.00,0
560,1,7.75,23.87,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.01,4.26,3.82,0.00,0.00,0.00,0
580,1,8.24,24.14,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.01,4.27,3.83,0.00,0.00,0.00,0
600,1,8.75,24.58,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.01,4.28,3.84,0.00,0.00,0.00,0
619,1,9.27,25.04,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.01,4.30,3.86,0.00,0.00,0.00,0
640,1,9.80,25.39,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.01,4.31,3.87,0.00,0.00,0.00,0
659,1,10.32,25.54,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.01,4.33,3.88,0.00,0.00,0.00,0
679,1,10.84,25.69,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,-0.01,4.34,3.90,0.00,0.00,0.00,0
700,1,11.36,25.76,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,-0.01,4.35,3.91,0.00,0.00,0.00,0
720,1,11.89,25.98,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,-0.01,4.37,3.92,0.00,0.00,0.00,0
739,1,12.42,26.17,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,-0.01,4.38,3.94,0.00,0.00,0.00,0
760,1,12.96,26.32,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,-0.01,4.40,3.95,0.00,0.00,0.00,0
780,1,13.50,26.59,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,-0.01,4.41,3.96,0.00,0.00,0.00,0
798,1,14.05,26.86,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,-0.01,4.43,3.98,0.00,0.00,0.00,0
820,1,14.60,26.99,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,-0.01,4.44,3.99,0.00,0.00,0.00,0
840,1,15.15,27.09,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,-0.05,4.45,4.01,0.00,0.00,0.00,0
859,1,15.70,27.20,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,-0.05,4.47,4.02,0.00,0.00,0.00,0
880,1,16.39,27.33,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,-0.05,4.48,4.03,0.00,0.00,0.00,0
899,1,16.81,27.44,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,-0.05,4.50,4.05,0.00,0.00,0.00,0
919,1,17.36,27.55,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,-0.05,4.51,4.06,0.00,0.00,0.00,0
939,1,17.92,27.66,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,-0.05,4.52,4.07,0.00,0.00,0.00,0
960,1,18.48,27.75,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,-0.05,4.54,4.09,0.00,0.00,0.00,0
980,1,19.04,27.86,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,-0.05,4.55,4.10,0.00,0.00,0.00,0
1000,1,19.60,27.94,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,-0.02,4.57,4.11,0.00,0.00,0.00,0
1019,1,20.17,28.08,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.02,4.58,4.13,0.00,0.00,0.00,0
1040,1,20.74,28.21,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.02,4.59,4.14,0.00,0.00,0.00,0
1058,1,21.32,28.38,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.02,4.61,4.16,0.00,0.00,0.00,0
1080,1,22.03,28.35,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.02,4.62,4.17,0.00,0.00,0.00,0
1099,1,22.46,28.46,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.02,4.64,4.19,0.00,0.00,0.00,0
1119,1,23.04,28.59,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.02,4.65,4.20,0.00,0.00,0.00,0
1139,1,23.62,28.67,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.02,4.66,4.21,0.00,0.00,0.00,0
1160,1,24.21,28.76,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.03,4.68,4.23,0.00,0.00,0.00,0
1179,1,24.79,28.92,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,4.69,4.24,0.00,0.00,0.00,0
1200,1,25.39,29.12,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,4.70,4.25,0.00,0.00,0.00,0
1219,1,25.99,29.37,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,4.72,4.27,0.00,0.00,0.00,0
1239,1,26.59,29.52,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,4.73,4.28,0.00,0.00,0.00,0
1259,1,27.18,29.55,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,4.75,4.30,0.00,0.00,0.00,0
1280,1,27.93,29.55,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,4.76,4.31,0.00,0.00,0.00,0
1299,1,28.38,29.60,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,4.78,4.33,0.00,0.00,0.00,0
1319,1,28.97,29.54,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,0.00,4.79,4.34,0.00,0.00,0.00,0
1339,1,29.55,29.23,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.00,4.80,4.35,0.00,0.00,0.00,0
1360,1,30.10,28.52,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.00,4.82,4.36,0.00,0.00,0.00,0
1380,1,30.61,27.32,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.00,4.83,4.37,0.00,0.00,0.00,0
1400,1,31.06,25.58,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.00,4.85,4.38,0.00,0.00,0.00,0
1419,1,31.47,23.76,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.00,4.86,4.39,0.00,0.00,0.00,0
1439,1,31.84,22.14,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.00,4.87,4.40,0.00,0.00,0.00,0
1459,1,32.21,21.06,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.00,4.89,4.41,0.00,0.00,0.00,0
1480,1,32.68,20.41,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.01,4.90,4.42,0.00,0.00,0.00,0
1499,1,32.98,20.43,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.01,4.92,4.43,0.00,0.00,0.00,0
1519,1,33.39,20.40,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.01,4.93,4.44,0.00,0.00,0.00,0
1539,1,33.81,20.47,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.01,4.95,4.45,0.00,0.00,0.00,0
1559,1,34.21,20.39,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.01,4.96,4.46,0.00,0.00,0.00,0
1579,1,34.62,20.30,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.01,4.97,4.47,0.00,0.00,0.00,0
1600,1,35.01,20.07,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.01,4.99,4.48,0.00,0.00,0.00,0
1619,1,35.40,19.91,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.01,5.00,4.49,0.00,0.00,0.00,0
1640,1,35.79,19.62,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.01,0.07,5.02,4.50,0.00,0.00,0.00,0
1659,1,36.17,19.38,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.07,5.03,4.50,0.00,0.00,0.00,0
1680,1,36.64,19.13,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.07,5.04,4.51,0.00,0.00,0.00,0
1698,1,36.93,19.01,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.07,5.06,4.52,0.00,0.00,0.00,0
1720,1,37.30,18.89,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.07,5.07,4.53,0.00,0.00,0.00,0
1739,1,37.68,18.86,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.07,5.09,4.54,0.00,0.00,0.00,0
1760,1,38.06,18.71,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.07,5.10,4.55,0.00,0.00,0.00,0
1780,1,38.43,18.64,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.07,5.11,4.55,0.00,0.00,0.00,0
1800,1,38.80,18.44,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.07,5.13,4.56,0.00,0.00,0.00,0
1818,1,39.17,18.18,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.07,5.14,4.57,0.00,0.00,0.00,0
1840,1,39.53,17.98,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.07,5.15,4.58,0.00,0.00,0.00,0
1859,1,39.88,17.79,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.07,5.17,4.59,0.00,0.00,0.00,0
1880,1,40.33,17.76,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.07,5.18,4.59,0.00,0.00,0.00,0
1899,1,40.60,17.75,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.07,5.19,4.60,0.00,0.00,0.00,0
1920,1,40.96,17.62,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.07,5.20,4.61,0.00,0.00,0.00,0
1939,1,41.31,17.45,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.07,5.22,4.62,0.00,0.00,0.00,0
1959,1,41.65,17.25,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,-0.03,5.23,4.62,0.00,0.00,0.00,0
1980,1,42.00,17.10,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.03,5.24,4.63,0.00,0.00,0.00,0
1999,1,42.33,16.87,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.03,5.25,4.64,0.00,0.00,0.00,0
2019,1,42.66,16.80,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.03,5.26,4.65,0.00,0.00,0.00,0
2040,1,42.99,16.75,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.03,5.27,4.65,0.00,0.00,0.00,0
2059,1,43.33,16.77,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.03,5.29,4.66,0.00,0.00,0.00,0
2080,1,43.67,16.68,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.03,5.30,4.67,0.00,0.00,0.00,0
2099,1,44.00,16.49,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,-0.03,5.31,4.68,0.00,0.00,0.00,0
2120,1,44.33,16.32,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.02,0.01,5.32,4.68,0.00,0.00,0.00,0
2139,1,44.65,16.07,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.01,5.33,4.69,0.00,0.00,0.00,0
2160,1,44.96,15.84,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.01,5.34,4.70,0.00,0.00,0.00,0
2179,1,45.27,15.80,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.01,5.36,4.70,0.00,0.00,0.00,0
2200,1,45.59,15.83,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.01,5.37,4.71,0.00,0.00,0.00,0
2218,1,45.91,15.80,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.01,5.38,4.72,0.00,0.00,0.00,0
2240,1,46.23,15.71,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.01,5.39,4.72,0.00,0.00,0.00,0
2259,1,46.54,15.60,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.01,5.40,4.73,0.00,0.00,0.00,0
2280,1,46.84,15.33,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,0.00,5.41,4.74,0.00,0.00,0.00,0
2300,1,47.14,15.08,0.00,0.00,0.00,0.0000,-4.70,1.95,0.00,0.00,5.42,4.74,0.00,0.00,0.00,0
2320,1,47.44,14.86,0.00,0.00,0.00,0.0000,-4.70,1.95,0.00,0.00,5.43,4.75,0.00,0.00,0.00,0
2338,1,47.73,14.77,0.00,0.00,0.00,0.0000,-4.70,1.95,0.00,0.00,5.44,4.76,0.00,0.00,0.00,0
2360,1,48.01,14.70,0.00,0.00,0.00,0.0000,-4.70,1.95,0.00,0.00,5.45,4.76,0.00,0.00,0.00,0
2379,1,48.31,14.74,0.00,0.00,0.00,0.0000,-4.70,1.95,0.00,0.00,5.46,4.77,0.00,0.00,0.00,0
2400,1,48.69,14.78,0.00,0.00,0.00,0.0000,-4.70,1.95,0.00,0.00,5.47,4.77,0.00,0.00,0.00,0
2419,1,48.91,14.75,0.00,0.00,0.00,0.0000,-4.70,1.95,0.00,0.00,5.48,4.78,0.00,0.00,0.00,0
2439,1,49.21,14.71,0.00,0.00,0.00,0.0000,-4.70,1.95,0.00,0.04,5.49,4.79,0.00,0.00,0.00,0
2458,1,49.52,14.69,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,0.04,5.50,4.79,0.00,0.00,0.00,0
2480,1,49.81,14.60,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,0.04,5.51,4.80,0.00,0.00,0.00,0
2500,1,50.10,14.40,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,0.04,5.52,4.80,0.00,0.00,0.00,0
2520,1,50.39,14.18,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,0.04,5.53,4.81,0.00,0.00,0.00,0
2539,1,50.66,13.98,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,0.04,5.54,4.82,0.00,0.00,0.00,0
2559,1,50.94,13.75,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,0.04,5.55,4.82,0.00,0.00,0.00,0
2579,1,51.21,13.68,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,0.04,5.56,4.83,0.00,0.00,0.00,0
2600,1,51.49,13.58,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.00,-0.02,5.57,4.83,0.00,0.00,0.00,0
2619,1,51.76,13.62,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,-0.02,5.57,4.84,0.00,0.00,0.00,0
2639,1,52.03,13.61,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,-0.02,5.58,4.84,0.00,0.00,0.00,0
2659,1,52.32,13.59,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,-0.02,5.59,4.85,0.00,0.00,0.00,0
2680,1,52.59,13.46,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,-0.02,5.60,4.85,0.00,0.00,0.00,0
2700,1,52.86,13.32,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,-0.02,5.61,4.86,0.00,0.00,0.00,0
2718,1,53.12,13.11,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,-0.02,5.62,4.87,0.00,0.00,0.00,0
2740,1,53.39,13.04,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,-0.02,5.63,4.87,0.00,0.00,0.00,0
2760,1,53.65,12.93,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.03,0.02,5.64,4.88,0.00,0.00,0.00,0
2779,1,53.91,12.84,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,0.02,5.64,4.88,0.00,0.00,0.00,0
2800,1,54.22,12.76,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,0.02,5.65,4.89,0.00,0.00,0.00,0
2819,1,54.42,12.69,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,0.02,5.66,4.89,0.00,0.00,0.00,0
2839,1,54.67,12.55,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,0.02,5.67,4.90,0.00,0.00,0.00,0
2859,1,54.91,12.32,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,0.02,5.68,4.90,0.00,0.00,0.00,0
2880,1,55.15,12.10,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,0.02,5.68,4.91,0.00,0.00,0.00,0
2900,1,55.39,11.92,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,0.02,5.69,4.91,0.00,0.00,0.00,0
2920,1,55.63,11.79,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,-0.02,5.70,4.92,0.00,0.00,0.00,0
2939,1,55.87,11.76,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.02,5.71,4.92,0.00,0.00,0.00,0
2960,1,56.10,11.72,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.02,5.72,4.92,0.00,0.00,0.00,0
2978,1,56.34,11.72,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.02,5.72,4.93,0.00,0.00,0.00,0
3000,1,56.64,11.77,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.02,5.73,4.93,0.00,0.00,0.00,0
3019,1,56.83,11.88,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.02,5.74,4.94,0.00,0.00,0.00,0
3040,1,57.07,11.92,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.02,5.74,4.94,0.00,0.00,0.00,0
3059,1,57.32,11.97,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.02,5.75,4.95,0.00,0.00,0.00,0
3080,1,57.56,11.86,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.04,5.76,4.95,0.00,0.00,0.00,0
3098,1,57.80,11.63,0.00,0.00,0.00,0.0000,-4.70,1.95,0.01,-0.04,5.77,4.96,0.00,0.00,0.00,0
3120,1,58.02,11.28,0.00,0.00,0.00,0.0000,-4.70,1.95,0.01,-0.04,5.77,4.96,0.00,0.00,0.00,0
3139,1,58.23,10.97,0.00,0.00,0.00,0.0000,-4.70,1.95,0.01,-0.04,5.78,4.97,0.00,0.00,0.00,0
3160,1,58.44,10.70,0.00,0.00,0.00,0.0000,-4.70,1.95,0.01,-0.04,5.79,4.97,0.00,0.00,0.00,0
3179,1,58.65,10.52,0.00,0.00,0.00,0.0000,-4.70,1.95,0.01,-0.04,5.79,4.97,0.00,0.00,0.00,0
3200,1,58.90,10.26,0.00,0.00,0.00,0.0000,-4.70,1.95,0.01,-0.04,5.80,4.98,0.00,0.00,0.00,0
3219,1,59.06,10.34,0.00,0.00,0.00,0.0000,-4.70,1.95,0.01,-0.04,5.81,4.98,0.00,0.00,0.00,0
3239,1,59.28,10.43,0.00,0.00,0.00,0.0000,-4.70,1.95,0.01,-0.03,5.81,4.99,0.00,0.00,0.00,0
3259,1,59.50,10.62,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,5.82,4.99,0.00,0.00,0.00,0
3280,1,59.73,10.73,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,5.83,4.99,0.00,0.00,0.00,0
3300,1,59.96,10.86,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,5.83,5.00,0.00,0.00,0.00,0
3320,1,60.19,10.83,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,5.84,5.00,0.00,0.00,0.00,0
3339,1,60.41,10.69,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,5.85,5.01,0.00,0.00,0.00,0
3358,1,60.62,10.43,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,5.85,5.01,0.00,0.00,0.00,0
3380,1,60.81,10.16,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,5.86,5.01,0.00,0.00,0.00,0
3400,1,61.01,9.95,0.00,0.00,0.00,0.0000,-4.70,1.95,0.03,-0.03,5.87,5.02,0.00,0.00,0.00,0
3419,1,61.21,9.87,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,-0.03,5.87,5.02,0.00,0.00,0.00,0
3440,1,61.40,9.77,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,-0.03,5.88,5.03,0.00,0.00,0.00,0
3459,1,61.60,9.77,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,-0.03,5.88,5.03,0.00,0.00,0.00,0
3479,1,61.80,9.70,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,-0.03,5.89,5.03,0.00,0.00,0.00,0
3500,1,62.00,9.74,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,-0.03,5.90,5.04,0.00,0.00,0.00,0
3520,1,62.21,9.74,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,-0.03,5.90,5.04,0.00,0.00,0.00,0
3539,1,62.40,9.68,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,-0.03,5.91,5.04,0.00,0.00,0.00,0
3560,1,62.59,9.64,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.04,-0.00,5.91,5.05,0.00,0.00,0.00,0
3579,1,62.79,9.60,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.05,-0.00,5.92,5.05,0.00,0.00,0.00,0
3600,1,63.03,9.48,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.05,-0.00,5.92,5.05,0.00,0.00,0.00,0
3618,1,63.18,9.38,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.05,-0.00,5.93,5.06,0.00,0.00,0.00,0
3640,1,63.36,9.28,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.05,-0.00,5.93,5.06,0.00,0.00,0.00,0
3659,1,63.55,9.24,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.05,-0.00,5.94,5.07,0.00,0.00,0.00,0
3679,1,63.74,9.19,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.05,-0.00,5.95,5.07,0.00,0.00,0.00,0
3700,1,63.97,9.14,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.05,-0.00,5.95,5.07,0.00,0.00,0.00,0
3720,1,64.11,9.08,0.00,0.00,0.00,0.0000,-4.70,1.95,-0.05,-0.05,5.96,5.07,0.00,0.00,0.00,0
3738,1,64.30,9.01,0.00,0.00,0.00,0.0000,-4.70,1.95,0.02,-0.05,5.96,5.08,0.00,0.00,0.00,0
