# === BALANCE CONFIG ===
# inner_kp=2.0000
# inner_kd=0.0800
# pos_kp=0.2500
# pos_ki=0.1000
# pos_kd=0.0500
# pos_shift_max=3.00
# pos_deadband=0.15
# pos_gate_err=8.00
# vel_kp=0.8000
# vel_kd=0.1500
# vel_max=5.00
# vel_rate_max=3.00
# base_sp_fwd=92.00
# base_sp_tip=86.50
# base_sp_rate_max=10.00
# comp_alpha=0.9960
# max_drive_speed=25.00
# capture_err=1.00
# capture_rate=4.00
# capture_cmd=1.00
# capture_settle_ms=400
# arm_hold_max_ms=2500
# arm_return_speed=10.00
# balance_loop_hz=200
# control_loop_hz=50
# pos_origin_reset=true
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,vel_offset,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,pos_gate,flags
24380,2,89.97,-2.27,89.00,-0.98,1.59,3.35,-5.26,-1.90,0.57,0.65,3.93,3.53,-5.03,0.61,-3.00,0.88,224
24400,2,90.03,-0.71,89.00,-1.01,1.42,3.29,-5.23,-1.87,0.96,0.94,3.93,3.53,-5.00,0.95,-3.00,0.87,224
24421,2,90.19,1.87,89.00,-1.19,0.77,3.23,-5.21,-1.84,1.00,1.13,3.93,3.53,-4.98,1.07,-3.00,0.85,224
24440,2,90.32,3.45,89.03,-1.30,0.37,3.17,-5.17,-1.81,0.92,0.93,3.93,3.53,-4.94,0.93,-2.97,0.84,224
24461,2,90.26,1.72,89.00,-1.24,0.55,3.11,-5.14,-1.78,1.02,0.94,3.93,3.53,-4.91,0.98,-3.00,0.85,224
24481,2,90.09,-1.12,89.00,-1.09,1.01,3.17,-5.12,-1.76,0.62,0.45,3.93,3.54,-4.89,0.53,-3.00,0.86,224
24500,2,89.90,-3.43,89.00,-0.95,1.50,3.23,-5.11,-1.75,0.36,0.33,3.93,3.53,-4.88,0.35,-3.00,0.89,224
24522,2,89.74,-4.54,89.00,-0.74,2.10,3.29,-5.10,-1.74,0.21,0.30,3.93,3.53,-4.87,0.25,-3.00,0.91,224
24539,2,89.88,-1.43,89.00,-0.88,1.64,3.27,-5.09,-1.73,0.55,0.72,3.93,3.54,-4.86,0.63,-3.00,0.89,224
24561,2,90.19,3.50,89.00,-1.19,0.61,3.21,-5.05,-1.70,1.16,1.15,3.93,3.54,-4.83,1.15,-3.00,0.85,224
24580,2,90.37,5.35,89.05,-1.34,0.13,3.15,-5.03,-1.66,1.41,1.33,3.93,3.53,-4.80,1.37,-2.95,0.83,224
24601,2,90.34,3.49,89.01,-1.29,0.29,3.09,-4.99,-1.63,1.22,1.22,3.93,3.53,-4.76,1.22,-2.99,0.84,224
24621,2,90.03,-1.77,89.00,-1.02,1.20,3.15,-4.97,-1.60,0.41,0.41,3.93,3.53,-4.74,0.41,-3.00,0.87,224
24641,2,89.80,-4.34,89.00,-0.80,1.89,3.21,-4.96,-1.60,0.00,-0.03,3.93,3.54,-4.73,-0.01,-3.00,0.90,224
24659,2,89.83,-2.85,89.00,-0.83,1.77,3.24,-4.96,-1.60,0.29,0.34,3.93,3.54,-4.73,0.31,-3.00,0.90,224
24681,2,89.95,-0.02,89.00,-0.95,1.34,3.18,-4.94,-1.58,0.71,0.83,3.93,3.53,-4.71,0.77,-3.00,0.88,224
24700,2,90.22,3.61,89.00,-1.16,0.62,3.12,-4.92,-1.55,1.03,0.98,3.93,3.53,-4.69,1.01,-3.00,0.85,224
24722,2,90.44,5.80,89.06,-1.44,-0.22,3.06,-4.88,-1.52,1.13,1.13,3.93,3.54,-4.65,1.13,-2.94,0.82,224
24740,2,90.37,3.40,89.00,-1.35,0.04,3.00,-4.85,-1.48,0.88,0.89,3.93,3.54,-4.62,0.88,-3.00,0.84,224
24761,2,90.12,-1.08,89.00,-1.12,0.85,3.02,-4.83,-1.47,0.26,0.35,3.93,3.53,-4.60,0.31,-3.00,0.86,224
24779,2,89.95,-3.30,89.00,-0.95,1.39,3.08,-4.83,-1.46,0.01,0.05,3.93,3.54,-4.60,0.03,-3.00,0.88,224
24801,2,89.78,-4.32,89.00,-0.78,1.87,3.14,-4.83,-1.46,0.14,0.20,3.93,3.54,-4.60,0.17,-3.00,0.90,224
24821,2,89.79,-2.77,89.00,-0.79,1.78,3.15,-4.82,-1.45,0.40,0.36,3.93,3.53,-4.59,0.38,-3.00,0.90,224
24841,2,89.98,0.84,89.00,-0.98,1.13,3.09,-4.80,-1.44,0.85,0.90,3.93,3.53,-4.57,0.87,-3.00,0.88,224
24860,2,90.28,4.97,89.00,-1.21,0.34,3.03,-4.76,-1.40,1.23,1.32,3.93,3.53,-4.53,1.27,-3.00,0.84,224
24881,2,90.48,6.47,89.06,-1.48,-0.45,2.97,-4.72,-1.36,1.10,1.16,3.93,3.53,-4.49,1.13,-2.94,0.81,224
24900,2,90.24,1.57,89.00,-1.26,0.23,2.91,-4.69,-1.33,0.82,0.79,3.93,3.53,-4.46,0.80,-3.00,0.85,224
24921,2,90.00,-2.28,89.00,-1.00,1.10,2.97,-4.68,-1.32,0.02,-0.08,3.93,3.53,-4.45,-0.03,-3.00,0.88,224
24940,2,89.87,-3.24,89.00,-0.90,1.42,3.03,-4.68,-1.32,0.04,-0.02,3.93,3.53,-4.45,0.01,-3.00,0.89,224
24961,2,89.91,-1.71,89.00,-0.91,1.35,3.01,-4.68,-1.32,0.30,0.27,3.93,3.53,-4.45,0.28,-3.00,0.89,224
24980,2,90.02,0.49,89.00,-1.00,1.01,2.95,-4.67,-1.30,0.62,0.76,3.93,3.53,-4.44,0.69,-3.00,0.87,224
25001,2,90.26,3.69,89.00,-1.26,0.15,2.89,-4.64,-1.28,0.84,0.73,3.93,3.53,-4.41,0.78,-3.00,0.84,224
25021,2,90.38,4.78,89.00,-1.38,-0.25,2.83,-4.61,-1.25,0.98,1.01,3.93,3.53,-4.39,0.99,-3.00,0.83,224
25040,2,90.28,2.40,89.00,-1.35,-0.17,2.77,-4.59,-1.23,0.81,0.76,3.93,3.53,-4.36,0.79,-3.00,0.84,224
25061,2,90.04,-1.39,89.00,-1.04,0.80,2.83,-4.58,-1.21,-0.00,0.02,3.93,3.53,-4.35,0.01,-3.00,0.87,224
25081,2,89.88,-3.09,89.00,-0.88,1.31,2.89,-4.58,-1.22,-0.13,-0.05,3.93,3.53,-4.35,-0.09,-3.00,0.89,224
25100,2,89.79,-3.42,89.00,-0.80,1.57,2.95,-4.58,-1.22,0.14,0.09,3.93,3.53,-4.35,0.11,-3.00,0.90,224
25122,2,89.97,0.17,89.00,-0.97,1.00,2.92,-4.57,-1.21,0.30,0.19,3.93,3.53,-4.34,0.24,-3.00,0.88,224
25140,2,90.33,5.29,89.00,-1.24,0.11,2.86,-4.55,-1.20,0.87,0.79,3.93,3.54,-4.33,0.83,-3.00,0.83,224
25161,2,90.64,7.96,89.08,-1.64,-1.05,2.80,-4.52,-1.16,1.00,1.07,3.93,3.53,-4.29,1.04,-2.92,0.80,224
25179,2,90.52,4.71,89.00,-1.44,-0.47,2.74,-4.49,-1.13,0.68,1.01,3.93,3.54,-4.26,0.85,-3.00,0.82,224
25201,2,90.22,-0.71,89.00,-1.22,0.35,2.80,-4.49,-1.13,-0.24,-0.34,3.93,3.54,-4.26,-0.29,-3.00,0.85,224
25221,2,90.09,-2.23,89.00,-1.09,0.79,2.86,-4.50,-1.14,-0.15,-0.22,3.93,3.53,-4.27,-0.18,-3.00,0.86,224
25241,2,90.00,-2.74,89.00,-1.00,1.07,2.90,-4.50,-1.14,-0.07,-0.11,3.93,3.54,-4.27,-0.09,-3.00,0.87,224
25260,2,90.05,-1.20,89.00,-1.03,0.97,2.86,-4.50,-1.14,0.02,0.07,3.93,3.53,-4.27,0.04,-3.00,0.87,224
25281,2,90.15,0.72,89.00,-1.15,0.51,2.80,-4.50,-1.13,0.26,0.38,3.93,3.54,-4.27,0.32,-3.00,0.86,224
25299,2,90.35,3.61,89.00,-1.35,-0.19,2.74,-4.49,-1.12,0.52,0.51,3.93,3.54,-4.26,0.51,-3.00,0.83,224
25322,2,90.62,6.14,89.03,-1.62,-0.99,2.68,-4.46,-1.10,0.88,0.83,3.93,3.53,-4.24,0.86,-2.97,0.80,224
25340,2,90.48,2.69,89.00,-1.48,-0.56,2.63,-4.44,-1.09,0.30,0.23,3.93,3.53,-4.22,0.27,-3.00,0.82,224
25361,2,90.33,-0.02,89.00,-1.33,-0.03,2.69,-4.45,-1.09,-0.36,-0.26,3.93,3.53,-4.22,-0.31,-3.00,0.83,224
25380,2,90.29,-0.69,89.00,-1.30,0.13,2.75,-4.46,-1.10,-0.26,-0.28,3.93,3.53,-4.23,-0.27,-3.00,0.84,224
25401,2,90.20,-1.61,89.00,-1.20,0.48,2.80,-4.46,-1.10,-0.17,-0.19,3.93,3.53,-4.23,-0.18,-3.00,0.85,224
25420,2,90.18,-1.53,89.00,-1.18,0.56,2.82,-4.47,-1.11,-0.20,-0.29,3.93,3.54,-4.24,-0.25,-3.00,0.85,224
25441,2,90.28,0.63,89.00,-1.28,0.21,2.76,-4.47,-1.11,0.01,0.08,3.93,3.54,-4.25,0.04,-3.00,0.84,224
25460,2,90.54,4.17,89.00,-1.47,-0.44,2.70,-4.47,-1.11,0.28,0.27,3.93,3.54,-4.24,0.28,-3.00,0.81,224
25481,2,90.61,4.32,89.00,-1.61,-0.87,2.64,-4.46,-1.10,0.31,0.37,3.93,3.54,-4.23,0.34,-3.00,0.80,224
25500,2,90.68,3.97,89.00,-1.66,-1.00,2.58,-4.46,-1.09,-0.04,-0.01,3.93,3.53,-4.23,-0.02,-3.00,0.79,224
25522,2,90.66,2.65,89.00,-1.66,-0.94,2.60,-4.46,-1.09,-0.15,-0.07,3.93,3.53,-4.23,-0.11,-3.00,0.79,224
25540,2,90.45,-0.89,89.00,-1.51,-0.42,2.66,-4.47,-1.10,-0.42,-0.38,3.93,3.53,-4.24,-0.40,-3.00,0.82,224
25560,2,90.26,-3.18,89.00,-1.29,0.30,2.72,-4.48,-1.12,-0.71,-0.75,3.93,3.53,-4.25,-0.73,-3.00,0.84,224
25581,2,90.32,-1.53,89.00,-1.32,0.21,2.78,-4.51,-1.14,-0.57,-0.56,3.93,3.54,-4.28,-0.57,-3.00,0.84,224
25601,2,90.46,1.05,89.00,-1.46,-0.23,2.72,-4.52,-1.15,-0.03,-0.06,3.93,3.53,-4.29,-0.05,-3.00,0.82,224
25620,2,90.67,3.76,89.00,-1.62,-0.78,2.66,-4.52,-1.15,0.11,0.10,3.93,3.53,-4.28,0.11,-3.00,0.79,224
25642,2,90.82,4.93,89.01,-1.82,-1.38,2.60,-4.51,-1.15,0.06,0.13,3.93,3.53,-4.28,0.10,-2.99,0.77,224
25660,2,90.83,3.67,89.00,-1.83,-1.38,2.57,-4.51,-1.15,-0.14,-0.13,3.93,3.53,-4.28,-0.14,-3.00,0.77,224
25680,2,90.70,0.86,89.00,-1.74,-1.05,2.63,-4.52,-1.16,-0.42,-0.57,3.93,3.54,-4.29,-0.50,-3.00,0.79,224
25701,2,90.61,-0.83,89.00,-1.61,-0.53,2.69,-4.54,-1.18,-0.67,-0.74,3.93,3.53,-4.31,-0.71,-3.00,0.80,224
25721,2,90.52,-1.95,89.00,-1.52,-0.20,2.75,-4.57,-1.21,-0.80,-0.95,3.93,3.53,-4.34,-0.87,-3.00,0.81,224
25741,2,90.56,-0.96,89.00,-1.56,-0.29,2.80,-4.59,-1.23,-0.72,-0.65,3.93,3.54,-4.36,-0.69,-3.00,0.81,224
25761,2,90.69,1.40,89.00,-1.69,-0.70,2.74,-4.61,-1.25,-0.44,-0.37,3.93,3.54,-4.38,-0.41,-3.00,0.79,224
25780,2,90.93,4.43,89.00,-1.87,-1.32,2.68,-4.62,-1.25,-0.10,-0.04,3.93,3.54,-4.39,-0.07,-3.00,0.76,224
25801,2,91.05,4.98,89.05,-2.05,-1.82,2.62,-4.62,-1.25,-0.12,-0.06,3.93,3.54,-4.39,-0.09,-2.95,0.74,224
25819,2,91.03,3.58,89.00,-1.98,-1.62,2.60,-4.63,-1.26,-0.35,-0.33,3.93,3.54,-4.40,-0.34,-3.00,0.75,224
25842,2,90.85,-0.04,89.00,-1.85,-1.10,2.66,-4.65,-1.28,-0.97,-1.02,3.93,3.54,-4.42,-1.00,-3.00,0.77,224
25860,2,90.70,-1.94,89.00,-1.72,-0.65,2.72,-4.68,-1.32,-1.16,-1.13,3.93,3.53,-4.45,-1.15,-3.00,0.79,224
25881,2,90.63,-2.13,89.00,-1.63,-0.38,2.78,-4.72,-1.35,-0.94,-0.94,3.93,3.53,-4.49,-0.94,-3.00,0.80,224
25900,2,90.90,2.14,89.00,-1.82,-0.95,2.76,-4.74,-1.38,-0.81,-0.82,3.93,3.53,-4.51,-0.81,-3.00,0.76,224
25921,2,91.11,4.53,89.02,-2.11,-1.82,2.70,-4.76,-1.39,-0.32,-0.25,3.93,3.53,-4.53,-0.28,-2.98,0.74,224
25940,2,91.13,3.47,89.01,-2.11,-1.81,2.64,-4.77,-1.40,-0.36,-0.36,3.93,3.54,-4.53,-0.36,-2.99,0.74,224
25961,2,91.02,0.21,89.00,-2.01,-1.40,2.70,-4.79,-1.42,-0.76,-0.72,3.93,3.54,-4.55,-0.74,-3.00,0.75,224
25980,2,90.76,-3.80,89.00,-1.82,-0.70,2.76,-4.81,-1.45,-0.99,-1.09,3.93,3.54,-4.58,-1.04,-3.00,0.78,224
26001,2,90.51,-6.61,89.00,-1.51,0.26,2.82,-4.84,-1.48,-1.20,-1.32,3.93,3.54,-4.62,-1.26,-3.00,0.81,224
26020,2,90.40,-6.66,89.00,-1.43,0.50,2.88,-4.88,-1.52,-0.84,-1.02,3.93,3.54,-4.65,-0.93,-3.00,0.83,224
26042,2,90.61,-2.33,89.00,-1.61,-0.15,2.94,-4.90,-1.54,-0.53,-0.22,3.93,3.54,-4.67,-0.37,-3.00,0.80,224
26059,2,90.68,-0.98,89.00,-1.68,-0.34,2.88,-4.90,-1.54,0.09,0.18,3.93,3.54,-4.67,0.13,-3.00,0.79,224
26081,2,90.73,-0.47,89.00,-1.73,-0.55,2.83,-4.90,-1.53,0.05,0.02,3.93,3.54,-4.67,0.04,-3.00,0.78,224
26100,2,90.67,-1.48,89.00,-1.69,-0.47,2.86,-4.90,-1.53,0.04,0.01,3.93,3.54,-4.67,0.03,-3.00,0.79,224
26121,2,90.53,-3.26,89.00,-1.53,0.07,2.92,-4.90,-1.54,-0.07,-0.19,3.93,3.53,-4.67,-0.13,-3.00,0.81,224
26141,2,90.34,-5.02,89.00,-1.34,0.63,2.98,-4.91,-1.54,-0.22,-0.23,3.93,3.53,-4.68,-0.23,-3.00,0.83,224
26161,2,90.18,-6.03,89.00,-1.18,1.10,3.04,-4.91,-1.55,-0.22,-0.26,3.93,3.54,-4.68,-0.24,-3.00,0.85,224
26179,2,90.13,-5.62,89.00,-1.13,1.23,3.10,-4.92,-1.56,-0.15,-0.05,3.93,3.53,-4.69,-0.10,-3.00,0.86,224
26200,2,90.23,-2.43,89.00,-1.19,0.98,3.04,-4.92,-1.55,0.24,0.29,3.93,3.54,-4.69,0.26,-3.00,0.85,224
26221,2,90.28,-0.86,89.00,-1.28,0.56,2.98,-4.90,-1.54,0.58,0.49,3.93,3.54,-4.67,0.54,-3.00,0.84,224
26242,2,90.41,1.58,89.00,-1.41,0.02,2.92,-4.88,-1.52,0.74,0.59,3.93,3.53,-4.65,0.67,-3.00,0.82,224
26260,2,90.37,0.89,89.00,-1.39,0.05,2.87,-4.86,-1.50,0.72,0.83,3.93,3.54,-4.63,0.78,-3.00,0.83,224
26281,2,90.28,-0.63,89.00,-1.28,0.37,2.93,-4.84,-1.48,0.25,0.30,3.93,3.53,-4.61,0.27,-3.00,0.84,224
26300,2,90.21,-1.30,89.00,-1.23,0.57,2.99,-4.84,-1.48,0.02,0.14,3.93,3.53,-4.61,0.08,-3.00,0.85,224
26320,2,90.20,-0.93,89.00,-1.20,0.69,3.00,-4.84,-1.47,0.23,0.17,3.93,3.53,-4.61,0.20,-3.00,0.85,224
26342,2,90.20,-0.58,89.00,-1.20,0.64,2.98,-4.83,-1.47,0.36,0.33,3.93,3.53,-4.60,0.35,-3.00,0.85,224
26360,2,90.19,-0.48,89.00,-1.19,0.63,3.00,-4.82,-1.46,0.24,0.18,3.93,3.53,-4.59,0.21,-3.00,0.85,224
26381,2,90.34,1.82,89.00,-1.34,0.17,2.94,-4.81,-1.45,0.32,0.34,3.93,3.53,-4.58,0.33,-3.00,0.83,224
26401,2,90.49,3.46,89.00,-1.49,-0.32,2.88,-4.80,-1.44,0.65,0.58,3.93,3.54,-4.57,0.61,-3.00,0.81,224
26420,2,90.35,0.83,89.00,-1.39,-0.02,2.87,-4.78,-1.42,0.42,0.44,3.93,3.54,-4.55,0.43,-3.00,0.83,224
26442,2,90.30,-0.14,89.00,-1.30,0.29,2.93,-4.78,-1.42,-0.06,-0.06,3.93,3.53,-4.55,-0.06,-3.00,0.84,224
26459,2,90.27,-0.40,89.00,-1.27,0.43,2.96,-4.78,-1.42,0.03,-0.02,3.93,3.53,-4.55,0.00,-3.00,0.84,224
26480,2,90.27,-0.03,89.00,-1.26,0.46,2.96,-4.78,-1.41,0.03,0.05,3.93,3.54,-4.55,0.04,-3.00,0.84,224
26501,2,90.39,1.81,89.00,-1.39,0.03,2.90,-4.77,-1.41,0.17,0.21,3.93,3.54,-4.54,0.19,-3.00,0.83,224
26522,2,90.51,3.14,89.00,-1.51,-0.37,2.84,-4.76,-1.40,0.40,0.34,3.93,3.54,-4.53,0.37,-3.00,0.81,224
26541,2,90.53,2.62,89.00,-1.53,-0.43,2.80,-4.76,-1.39,0.24,0.25,3.93,3.54,-4.52,0.24,-3.00,0.81,224
26561,2,90.52,1.89,89.00,-1.52,-0.39,2.84,-4.75,-1.39,-0.04,-0.01,3.93,3.54,-4.52,-0.03,-3.00,0.81,224
26580,2,90.48,1.02,89.00,-1.48,-0.21,2.87,-4.75,-1.39,-0.11,-0.15,3.93,3.54,-4.52,-0.13,-3.00,0.81,224
26601,2,90.45,0.36,89.00,-1.45,-0.06,2.90,-4.76,-1.40,-0.28,-0.26,3.93,3.53,-4.53,-0.27,-3.00,0.82,224
26620,2,90.47,0.60,89.00,-1.46,-0.05,2.89,-4.77,-1.41,-0.21,-0.21,3.93,3.53,-4.54,-0.21,-3.00,0.82,224
26642,2,90.54,1.63,89.00,-1.54,-0.33,2.86,-4.77,-1.41,-0.14,-0.20,3.93,3.54,-4.54,-0.17,-3.00,0.81,224
26660,2,90.64,2.56,89.00,-1.62,-0.57,2.80,-4.78,-1.41,-0.02,0.02,3.93,3.54,-4.55,0.00,-3.00,0.80,224
26681,2,90.70,2.78,89.00,-1.70,-0.83,2.78,-4.78,-1.41,-0.06,-0.08,3.93,3.54,-4.55,-0.07,-3.00,0.79,224
26699,2,90.73,2.60,89.00,-1.73,-0.89,2.78,-4.78,-1.42,-0.21,-0.15,3.93,3.54,-4.55,-0.18,-3.00,0.78,224
26721,2,90.68,0.97,89.00,-1.68,-0.65,2.82,-4.79,-1.42,-0.26,-0.29,3.93,3.53,-4.56,-0.28,-3.00,0.79,224
26741,2,90.51,-1.72,89.00,-1.51,-0.05,2.88,-4.80,-1.44,-0.58,-0.62,3.93,3.53,-4.57,-0.60,-3.00,0.81,224
26761,2,90.49,-1.48,89.00,-1.49,0.03,2.94,-4.82,-1.46,-0.79,-0.73,3.93,3.54,-4.59,-0.76,-3.00,0.81,224
26780,2,90.63,1.13,89.00,-1.60,-0.30,2.88,-4.84,-1.47,-0.32,-0.25,3.93,3.54,-4.61,-0.29,-3.00,0.80,224
26801,2,90.77,2.80,89.00,-1.77,-0.88,2.82,-4.84,-1.48,-0.04,-0.04,3.93,3.54,-4.61,-0.04,-3.00,0.78,224
26820,2,90.86,3.25,89.00,-1.84,-1.12,2.76,-4.84,-1.48,-0.13,-0.12,3.93,3.53,-4.61,-0.12,-3.00,0.77,224
26841,2,90.84,2.10,89.00,-1.84,-1.08,2.79,-4.85,-1.48,-0.33,-0.30,3.93,3.53,-4.62,-0.31,-3.00,0.77,224
26860,2,90.90,2.28,89.00,-1.87,-1.13,2.80,-4.86,-1.50,-0.54,-0.57,3.93,3.53,-4.63,-0.56,-3.00,0.76,224
26881,2,90.78,0.08,89.00,-1.78,-0.77,2.85,-4.88,-1.51,-0.49,-0.48,3.93,3.54,-4.65,-0.48,-3.00,0.78,224
26900,2,90.69,-1.35,89.00,-1.70,-0.45,2.91,-4.90,-1.53,-0.88,-0.93,3.93,3.54,-4.67,-0.90,-3.00,0.79,224
26921,2,90.61,-1.80,89.00,-1.61,-0.17,2.97,-4.92,-1.56,-0.75,-0.77,3.93,3.54,-4.69,-0.76,-3.00,0.80,224
26941,2,90.92,2.80,89.00,-1.92,-1.10,2.91,-4.94,-1.58,-0.62,-0.45,3.93,3.53,-4.71,-0.53,-3.00,0.76,224
26960,2,91.13,5.08,89.00,-2.13,-1.75,2.85,-4.95,-1.59,-0.11,-0.14,3.93,3.54,-4.72,-0.12,-3.00,0.73,224
26981,2,91.15,3.74,89.00,-2.15,-1.75,2.79,-4.96,-1.59,-0.23,-0.33,3.93,3.54,-4.73,-0.28,-3.00,0.73,224
27002,2,91.08,1.76,89.00,-2.08,-1.50,2.81,-4.97,-1.61,-0.77,-0.85,3.93,3.54,-4.74,-0.81,-3.00,0.74,224
27020,2,90.91,-0.87,89.00,-1.95,-1.07,2.87,-5.00,-1.64,-0.97,-1.01,3.93,3.53,-4.77,-0.99,-3.00,0.76,224
27042,2,90.81,-2.10,89.00,-1.81,-0.58,2.93,-5.03,-1.67,-1.11,-0.96,3.93,3.54,-4.81,-1.03,-3.00,0.77,224
27060,2,90.89,-0.32,89.00,-1.86,-0.72,2.99,-5.07,-1.70,-1.07,-1.06,3.93,3.54,-4.84,-1.06,-3.00,0.76,224
27081,2,91.05,2.48,89.00,-2.05,-1.31,2.93,-5.09,-1.73,-0.73,-0.78,3.93,3.53,-4.86,-0.76,-3.00,0.74,224
27099,2,91.34,6.09,89.00,-2.34,-2.23,2.87,-5.11,-1.75,-0.16,-0.30,3.93,3.53,-4.88,-0.23,-3.00,0.71,224
27121,2,91.51,5.73,89.00,-2.51,-2.60,2.81,-5.12,-1.75,-0.40,-0.34,3.93,3.53,-4.89,-0.37,-3.00,0.69,224
27141,2,91.30,0.54,89.00,-2.30,-1.83,2.83,-5.14,-1.78,-1.13,-1.00,3.93,3.53,-4.91,-1.06,-3.00,0.71,224
27161,2,90.98,-4.82,89.00,-1.98,-0.74,2.89,-5.18,-1.82,-1.62,-1.57,3.93,3.54,-4.95,-1.59,-3.00,0.75,224
27180,2,90.59,-9.40,89.00,-1.69,0.19,2.95,-5.23,-1.86,-1.69,-1.74,3.93,3.54,-5.00,-1.72,-3.00,0.80,224
27201,2,90.43,-9.41,89.00,-1.43,0.84,3.01,-5.27,-1.91,-1.41,-1.39,3.93,3.54,-5.04,-1.40,-3.00,0.82,224
27219,2,90.62,-5.08,89.00,-1.62,0.17,3.07,-5.30,-1.94,-0.60,-0.69,3.93,3.54,-5.07,-0.64,-3.00,0.80,224
27242,2,90.92,-0.07,89.00,-1.92,-0.77,3.01,-5.30,-1.94,0.27,0.35,3.93,3.54,-5.07,0.31,-3.00,0.76,224
27260,2,90.91,-0.88,89.00,-1.93,-0.81,2.95,-5.29,-1.93,0.32,0.33,3.93,3.54,-5.06,0.33,-3.00,0.76,224
27281,2,90.71,-3.99,89.00,-1.71,-0.15,3.01,-5.29,-1.93,-0.12,-0.11,3.93,3.54,-5.06,-0.11,-3.00,0.79,224
27300,2,90.38,-7.80,89.00,-1.45,0.68,3.07,-5.30,-1.94,-0.39,-0.42,3.93,3.54,-5.07,-0.41,-3.00,0.83,224
27321,2,90.19,-8.62,89.00,-1.19,1.38,3.13,-5.31,-1.95,-0.41,-0.24,3.93,3.54,-5.08,-0.32,-3.00,0.85,224
27340,2,90.10,-8.37,89.00,-1.10,1.61,3.19,-5.32,-1.95,-0.03,0.04,3.93,3.54,-5.09,0.00,-3.00,0.86,224
27360,2,89.99,-7.40,89.00,-1.01,1.79,3.25,-5.31,-1.95,0.26,0.30,3.93,3.54,-5.08,0.28,-3.00,0.88,224
27381,2,90.08,-4.19,89.00,-1.08,1.42,3.31,-5.30,-1.94,0.50,0.49,3.93,3.54,-5.07,0.49,-3.00,0.86,224
27402,2,90.23,-1.01,89.00,-1.23,0.93,3.25,-5.27,-1.91,1.14,1.02,3.93,3.54,-5.05,1.08,-3.00,0.85,224
27420,2,90.37,1.08,89.00,-1.34,0.51,3.19,-5.24,-1.88,1.40,1.30,3.93,3.54,-5.01,1.35,-3.00,0.83,224
27442,2,90.34,0.31,89.00,-1.34,0.49,3.13,-5.20,-1.84,0.99,1.04,3.93,3.54,-4.97,1.02,-3.00,0.83,224
27460,2,89.95,-5.05,89.00,-1.04,1.37,3.19,-5.18,-1.81,0.30,0.42,3.93,3.54,-4.95,0.36,-3.00,0.88,224
27480,2,89.75,-6.42,89.00,-0.78,2.14,3.25,-5.17,-1.81,0.26,0.25,3.93,3.53,-4.94,0.25,-3.00,0.91,224
27501,2,89.72,-5.17,89.00,-0.72,2.24,3.31,-5.16,-1.80,0.52,0.51,3.93,3.53,-4.93,0.51,-3.00,0.91,224
27521,2,89.81,-2.55,89.00,-0.81,1.91,3.32,-5.14,-1.77,0.78,0.78,3.93,3.53,-4.91,0.78,-3.00,0.90,224
27541,2,90.01,1.23,89.00,-1.01,1.20,3.26,-5.10,-1.74,1.44,1.35,3.93,3.54,-4.87,1.40,-3.00,0.87,224
27561,2,90.20,3.84,89.00,-1.20,0.55,3.20,-5.06,-1.70,1.54,1.53,3.93,3.53,-4.83,1.54,-3.00,0.85,224
27580,2,90.25,3.56,89.00,-1.25,0.40,3.14,-5.01,-1.65,1.25,1.32,3.93,3.53,-4.78,1.28,-3.00,0.84,224
27600,2,89.94,-1.43,89.00,-1.05,1.04,3.12,-4.98,-1.61,0.87,0.97,3.93,3.54,-4.75,0.92,-3.00,0.88,224
27621,2,89.62,-5.72,89.00,-0.62,2.35,3.18,-4.97,-1.60,0.27,0.14,3.93,3.53,-4.74,0.20,-3.00,0.92,224
27642,2,89.46,-6.25,89.00,-0.46,2.76,3.24,-4.96,-1.60,0.38,0.40,3.93,3.53,-4.73,0.39,-3.00,0.94,224
27660,2,89.59,-2.42,89.00,-0.54,2.46,3.27,-4.94,-1.58,0.77,0.84,3.93,3.53,-4.71,0.80,-3.00,0.93,224
27681,2,89.89,2.80,89.00,-0.89,1.27,3.21,-4.90,-1.54,1.42,1.45,3.93,3.53,-4.67,1.44,-3.00,0.89,224
27700,2,90.21,6.66,89.00,-1.14,0.46,3.15,-4.85,-1.49,1.75,1.83,3.93,3.54,-4.62,1.79,-3.00,0.85,224
27721,2,90.34,6.54,89.00,-1.34,-0.05,3.09,-4.80,-1.44,1.52,1.66,3.93,3.53,-4.57,1.59,-3.00,0.83,224
27739,2,90.07,1.34,89.00,-1.07,0.84,3.03,-4.76,-1.40,0.99,0.98,3.93,3.53,-4.53,0.98,-3.00,0.87,224
27762,2,89.58,-5.56,89.00,-0.58,2.30,3.09,-4.75,-1.39,-0.00,0.00,3.93,3.54,-4.52,0.00,-3.00,0.93,224
27780,2,89.45,-5.96,89.00,-0.48,2.60,3.15,-4.75,-1.38,0.14,0.15,3.93,3.53,-4.52,0.15,-3.00,0.94,224
27801,2,89.51,-3.18,89.00,-0.51,2.38,3.17,-4.73,-1.37,0.59,0.67,3.93,3.53,-4.50,0.63,-3.00,0.94,224
27820,2,89.85,2.63,89.00,-0.76,1.56,3.11,-4.70,-1.34,1.38,1.28,3.93,3.54,-4.47,1.33,-3.00,0.89,224
