[Balance] --- Log dump (52434 bytes, 574 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,integral,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
8138,1,82.67,1.61,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.45,5.39,0.00,0.00,0.00,0
8159,1,82.70,1.53,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.45,5.39,0.00,0.00,0.00,0
8178,1,82.73,1.44,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.03,6.46,5.39,0.00,0.00,0.00,0
8198,1,82.76,1.44,88.50,0.00,0.00,0.000,34.98,40.94,0.03,0.00,6.46,5.39,0.00,0.00,0.00,0
8218,1,82.79,1.49,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.00,6.46,5.39,0.00,0.00,0.00,0
8239,1,82.83,1.58,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.00,6.46,5.39,0.00,0.00,0.00,0
8258,1,82.87,1.61,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.00,6.46,5.39,0.00,0.00,0.00,0
8279,1,82.90,1.67,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.00,6.46,5.39,0.00,0.00,0.00,0
8298,1,82.95,1.77,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.00,6.47,5.39,0.00,0.00,0.00,0
8319,1,82.99,1.84,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.00,6.47,5.39,0.00,0.00,0.00,0
8337,1,83.04,1.95,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.00,6.47,5.39,0.00,0.00,0.00,0
8359,1,83.09,1.97,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,6.47,5.39,0.00,0.00,0.00,0
8378,1,83.14,1.94,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,6.47,5.40,0.00,0.00,0.00,0
8399,1,83.17,1.84,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,6.47,5.40,0.00,0.00,0.00,0
8418,1,83.20,1.72,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,6.47,5.40,0.00,0.00,0.00,0
8439,1,83.23,1.61,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,6.47,5.40,0.00,0.00,0.00,0
8457,1,83.26,1.58,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,6.47,5.40,0.00,0.00,0.00,0
8479,1,83.30,1.71,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,6.48,5.40,0.00,0.00,0.00,0
8498,1,83.33,1.72,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,6.48,5.40,0.00,0.00,0.00,0
8519,1,83.38,1.91,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.02,6.48,5.40,0.00,0.00,0.00,0
8538,1,83.43,2.10,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.02,6.48,5.40,0.00,0.00,0.00,0
8559,1,83.49,2.34,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.02,6.48,5.40,0.00,0.00,0.00,0
8578,1,83.55,2.53,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.02,6.48,5.40,0.00,0.00,0.00,0
8598,1,83.61,2.79,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.02,6.48,5.40,0.00,0.00,0.00,0
8619,1,83.68,3.00,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.02,6.48,5.40,0.00,0.00,0.00,0
8638,1,83.76,3.23,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.02,6.48,5.41,0.00,0.00,0.00,0
8659,1,83.84,3.42,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.02,6.48,5.41,0.00,0.00,0.00,0
8678,1,83.92,3.63,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.00,6.48,5.41,0.00,0.00,0.00,0
8700,2,84.01,3.84,84.01,0.00,0.00,0.000,34.98,40.94,0.05,0.00,6.48,5.41,0.00,0.00,0.00,0
8717,2,84.10,4.04,88.50,-0.09,-0.57,0.088,34.98,40.94,0.02,0.03,6.48,5.41,0.00,0.02,-0.00,0
8739,2,84.18,4.06,88.51,4.32,3.83,0.174,34.98,40.94,-0.03,-0.08,6.48,5.41,-0.00,-0.05,0.00,0
8759,2,84.38,5.83,88.52,4.13,3.43,0.257,34.98,40.94,-0.09,-0.15,6.48,5.41,-0.00,-0.12,0.01,0
8778,2,85.26,16.56,88.44,3.26,1.27,0.321,35.00,40.95,0.87,0.73,6.48,5.41,0.01,0.80,-0.07,0
8799,2,86.31,26.44,88.28,2.13,-1.04,0.365,35.04,41.00,1.98,1.99,6.48,5.41,0.06,1.99,-0.24,0
8818,2,87.11,30.00,88.18,1.16,-2.44,0.393,35.10,41.05,2.32,2.24,6.48,5.42,0.11,2.28,-0.33,0
8839,2,87.23,22.57,88.35,0.95,-1.75,0.419,35.16,41.12,0.66,0.85,6.48,5.42,0.18,0.76,-0.16,0
8858,2,86.57,6.39,88.53,1.78,1.01,0.457,35.16,41.12,-0.59,-0.60,6.48,5.42,0.17,-0.60,0.02,0
8879,2,85.95,-4.54,88.63,2.58,3.12,0.508,35.11,41.08,-1.55,-1.41,6.48,5.42,0.13,-1.48,0.11,0
8898,2,86.08,-1.30,88.61,2.55,2.70,0.556,35.08,41.04,-1.04,-1.21,6.48,5.42,0.10,-1.13,0.09,0
8919,2,86.53,5.62,88.40,2.07,1.40,0.596,35.08,41.04,0.85,0.78,6.48,5.42,0.10,0.82,-0.12,0
8938,2,87.25,14.17,88.27,1.14,-0.56,0.621,35.11,41.07,1.54,1.64,6.48,5.42,0.13,1.59,-0.25,0
8959,2,87.88,18.91,88.19,0.39,-1.88,0.633,35.18,41.14,1.75,1.82,6.48,5.42,0.19,1.78,-0.33,0
8977,2,87.62,9.38,88.26,0.57,-0.55,0.651,35.21,41.17,1.15,1.33,6.48,5.42,0.23,1.24,-0.26,0
8999,2,87.10,-1.07,88.51,1.16,1.29,0.679,35.22,41.18,-0.50,-0.60,6.48,5.42,0.23,-0.55,-0.01,0
9018,2,86.58,-7.83,88.57,1.93,2.87,0.717,35.20,41.16,-1.03,-0.95,6.48,5.42,0.21,-0.99,0.05,0
9040,2,86.33,-8.59,88.47,2.23,3.26,0.761,35.17,41.13,0.00,0.02,6.48,5.42,0.19,0.01,-0.06,0
9058,2,86.69,-0.90,88.37,1.78,1.89,0.797,35.18,41.14,0.79,0.77,6.48,5.42,0.20,0.78,-0.15,0
9079,2,87.27,7.76,88.21,1.10,0.17,0.821,35.23,41.19,1.76,1.77,6.48,5.42,0.25,1.76,-0.32,0
9098,2,87.81,13.13,88.13,0.40,-1.18,0.835,35.27,41.23,1.97,1.97,6.48,5.42,0.29,1.97,-0.39,0
9119,2,87.87,9.70,88.17,0.26,-0.90,0.848,35.34,41.30,1.50,1.50,6.48,5.42,0.36,1.50,-0.36,0
9138,2,87.32,-0.97,88.41,0.84,0.96,0.871,35.35,41.31,-0.11,-0.12,6.48,5.42,0.37,-0.12,-0.12,0
9159,2,86.84,-7.80,88.49,1.57,2.51,0.905,35.34,41.29,-0.61,-0.61,6.48,5.42,0.35,-0.61,-0.04,0
9178,2,86.79,-6.36,88.47,1.70,2.46,0.939,35.32,41.28,-0.40,-0.45,6.48,5.42,0.34,-0.42,-0.06,0
9199,2,86.97,-1.96,88.33,1.50,1.74,0.970,35.33,41.29,0.80,0.61,6.48,5.42,0.34,0.70,-0.20,0
9218,2,87.47,5.67,88.22,0.86,0.18,0.990,35.36,41.31,1.28,1.32,6.48,5.42,0.37,1.30,-0.31,0
9238,2,87.95,10.74,88.13,0.27,-1.02,1.001,35.41,41.37,1.61,1.60,6.48,5.42,0.43,1.61,-0.40,0
9259,2,87.82,5.38,88.16,0.31,-0.34,1.015,35.45,41.41,1.30,1.35,6.48,5.42,0.46,1.32,-0.37,0
9279,2,87.40,-2.52,88.36,0.76,1.06,1.037,35.47,41.43,-0.02,-0.06,6.48,5.42,0.49,-0.04,-0.18,0
9298,2,86.96,-8.01,88.44,1.40,2.36,1.068,35.46,41.41,-0.50,-0.55,6.48,5.42,0.47,-0.53,-0.10,0
9319,2,86.74,-8.77,88.38,1.70,2.75,1.103,35.45,41.40,0.08,-0.11,6.48,5.42,0.46,-0.02,-0.15,0
9338,2,86.94,-3.57,88.29,1.45,1.88,1.134,35.45,41.41,0.61,0.69,6.48,5.42,0.47,0.65,-0.24,0
9358,2,87.23,1.54,88.18,1.06,0.88,1.160,35.50,41.45,1.36,1.35,6.48,5.42,0.51,1.35,-0.36,0
9379,2,87.59,6.11,88.11,0.59,-0.15,1.178,35.53,41.49,1.54,1.54,6.48,5.42,0.55,1.54,-0.42,0
9400,2,87.72,5.85,88.10,0.39,-0.31,1.193,35.58,41.53,1.47,1.43,6.48,5.42,0.59,1.45,-0.44,0
9418,2,87.28,-2.12,88.25,0.82,1.07,1.218,35.62,41.57,0.30,0.44,6.48,5.42,0.63,0.37,-0.28,0
9439,2,86.88,-7.22,88.35,1.37,2.24,1.250,35.61,41.57,-0.24,-0.14,6.48,5.42,0.63,-0.19,-0.19,0
9458,2,86.71,-7.60,88.33,1.64,2.55,1.286,35.61,41.57,0.04,0.03,6.48,5.42,0.63,0.03,-0.21,0
9479,2,86.68,-5.80,88.23,1.64,2.34,1.322,35.63,41.59,0.86,0.73,6.48,5.42,0.64,0.80,-0.31,0
9498,2,86.96,-0.31,88.16,1.27,1.31,1.353,35.65,41.61,1.24,1.07,6.48,5.42,0.67,1.16,-0.38,0
9519,2,87.29,4.27,88.05,0.87,0.36,1.377,35.71,41.65,1.71,1.62,6.48,5.42,0.71,1.66,-0.49,0
9538,2,87.41,4.49,88.03,0.64,0.10,1.399,35.75,41.70,1.61,1.66,6.48,5.42,0.76,1.64,-0.52,0
9559,2,87.17,-0.83,88.11,0.86,0.96,1.426,35.79,41.75,0.96,1.02,6.48,5.42,0.81,0.99,-0.43,0
9578,2,86.70,-7.32,88.28,1.41,2.29,1.462,35.80,41.76,-0.07,-0.13,6.48,5.42,0.82,-0.10,-0.27,0
9599,2,86.42,-9.11,88.27,1.85,2.95,1.503,35.80,41.76,0.12,0.15,6.48,5.42,0.81,0.13,-0.28,0
9617,2,86.56,-4.82,88.18,1.71,2.29,1.542,35.81,41.77,0.79,0.76,6.48,5.42,0.83,0.78,-0.36,0
9639,2,86.81,0.01,88.06,1.37,1.37,1.576,35.86,41.81,1.51,1.55,6.48,5.42,0.87,1.53,-0.49,0
9658,2,87.07,3.51,87.98,0.98,0.56,1.605,35.90,41.85,1.76,1.81,6.48,5.42,0.91,1.78,-0.57,0
9679,2,87.18,3.68,87.96,0.80,0.36,1.631,35.96,41.92,1.61,1.66,6.48,5.42,0.98,1.64,-0.59,0
9698,2,86.65,-5.12,88.06,1.31,1.93,1.668,35.99,41.95,1.05,1.14,6.48,5.42,1.01,1.09,-0.49,0
9719,2,86.17,-10.28,88.22,1.89,3.13,1.715,36.00,41.96,0.07,0.02,6.48,5.42,1.02,0.05,-0.33,0
9737,2,86.14,-7.10,88.20,2.08,2.93,1.762,36.01,41.97,0.25,0.39,6.48,5.43,1.02,0.32,-0.35,0
9759,2,86.32,-2.42,88.05,1.88,2.18,1.805,36.05,42.01,1.53,1.30,6.48,5.42,1.06,1.41,-0.50,0
9778,2,86.67,3.26,87.95,1.38,0.99,1.842,36.09,42.04,1.81,1.77,6.48,5.42,1.10,1.79,-0.60,0
9799,2,86.95,6.01,87.86,1.00,0.28,1.873,36.16,42.12,1.97,2.08,6.48,5.41,1.18,2.03,-0.70,0
9818,2,86.70,0.28,87.90,1.16,1.13,1.909,36.20,42.16,1.71,1.78,6.47,5.40,1.22,1.74,-0.66,0
9839,2,86.19,-7.31,88.10,1.70,2.58,1.955,36.24,42.20,0.32,0.38,6.46,5.39,1.25,0.35,-0.46,0
9858,2,85.86,-10.17,88.18,2.24,3.46,2.008,36.24,42.20,0.05,0.05,6.46,5.38,1.26,0.05,-0.38,0
9878,2,85.80,-8.20,88.09,2.38,3.36,2.062,36.26,42.21,0.95,0.90,6.45,5.37,1.27,0.93,-0.47,0
9899,2,86.05,-2.53,87.97,2.04,2.34,2.111,36.29,42.25,1.68,1.67,6.44,5.36,1.31,1.68,-0.60,0
9918,2,86.35,2.09,87.84,1.62,1.37,2.154,36.35,42.31,2.22,2.16,6.43,5.35,1.37,2.19,-0.72,0
9939,2,86.45,2.56,87.79,1.40,1.09,2.195,36.44,42.39,2.15,2.17,6.42,5.34,1.45,2.16,-0.77,0
9959,2,86.31,-0.67,87.84,1.49,1.57,2.239,36.48,42.44,1.74,1.83,6.41,5.33,1.50,1.78,-0.73,0
9978,2,85.61,-10.73,88.03,2.23,3.51,2.297,36.52,42.48,0.77,0.63,6.40,5.32,1.54,0.70,-0.54,0
9999,2,85.06,-15.68,88.12,2.97,4.85,2.366,36.54,42.49,0.44,0.49,6.39,5.31,1.55,0.46,-0.45,0
10018,2,85.12,-10.44,88.05,3.00,4.25,2.433,36.56,42.51,1.15,1.10,6.38,5.30,1.57,1.12,-0.52,0
10039,2,85.40,-3.62,87.87,2.65,3.08,2.495,36.63,42.57,2.56,2.42,6.37,5.29,1.63,2.49,-0.71,0
10058,2,85.78,2.37,87.71,2.09,1.80,2.550,36.69,42.65,3.06,3.06,6.36,5.28,1.71,3.06,-0.87,0
10079,2,85.95,3.40,87.64,1.76,1.35,2.601,36.81,42.76,2.89,2.88,6.35,5.27,1.82,2.88,-0.94,0
10099,2,85.50,-4.47,87.75,2.15,2.68,2.661,36.87,42.82,2.26,2.24,6.34,5.26,1.88,2.25,-0.83,0
10119,2,84.78,-14.10,87.99,2.98,4.67,2.735,36.92,42.88,0.84,0.89,6.33,5.25,1.94,0.87,-0.59,0
10138,2,84.13,-19.41,88.11,3.86,6.19,2.823,36.94,42.89,0.67,0.51,6.32,5.24,1.95,0.59,-0.47,0
10159,2,83.99,-16.04,88.06,4.13,6.05,2.913,36.98,42.92,1.87,1.58,6.31,5.23,1.99,1.73,-0.53,0
10178,2,84.40,-6.11,87.87,3.66,4.39,2.995,37.04,43.00,3.12,3.04,6.30,5.23,2.06,3.08,-0.72,0
10199,2,84.83,1.27,87.63,3.04,2.88,3.068,37.18,43.14,4.11,4.18,6.29,5.22,2.20,4.14,-0.96,0
10218,2,84.94,1.78,87.56,2.69,2.48,3.139,37.28,43.23,3.97,4.03,6.28,5.21,2.29,4.00,-1.04,0
10239,2,84.65,-3.79,87.65,2.90,3.36,3.216,37.41,43.34,2.91,3.30,6.27,5.20,2.41,3.11,-0.94,0
10257,2,83.65,-17.59,87.93,4.00,6.11,3.313,37.46,43.42,2.04,1.95,6.26,5.19,2.48,1.99,-0.67,0
10279,2,82.77,-25.45,88.17,5.16,8.21,3.428,37.51,43.47,1.13,1.09,6.25,5.18,2.53,1.11,-0.44,0
10299,2,82.75,-19.09,88.16,5.42,7.71,3.543,37.55,43.51,2.01,2.03,6.24,5.17,2.56,2.02,-0.44,0
10319,2,83.06,-9.64,87.96,5.10,6.26,3.652,37.68,43.63,4.40,4.37,6.23,5.16,2.69,4.38,-0.65,0
10338,2,83.61,0.20,87.71,4.35,4.33,3.749,37.84,43.74,5.32,5.19,6.22,5.15,2.83,5.25,-0.90,0
10359,2,83.92,3.73,87.54,3.79,3.34,3.841,38.00,43.94,5.23,5.20,6.21,5.14,3.01,5.22,-1.07,0
10377,2,83.33,-6.57,87.69,4.21,5.00,3.944,38.11,44.06,4.41,4.41,6.20,5.13,3.12,4.41,-0.93,0
10399,2,82.36,-19.57,88.04,5.33,7.68,4.067,38.23,44.18,2.56,2.57,6.19,5.12,3.24,2.56,-0.58,0
10419,2,81.27,-29.91,88.37,6.77,10.36,4.212,38.28,44.23,1.97,1.93,6.18,5.11,3.29,1.95,-0.26,0
10438,2,80.71,-29.88,88.55,7.66,11.25,4.367,38.37,44.30,3.45,2.88,6.17,5.10,3.37,3.17,-0.08,0
10459,2,81.06,-17.20,88.49,7.49,9.56,4.516,38.52,44.46,5.62,5.43,6.16,5.09,3.52,5.52,-0.15,0
10479,2,81.61,-5.29,88.29,6.88,7.52,4.654,38.66,44.60,6.62,6.67,6.15,5.08,3.67,6.65,-0.35,0
10498,2,82.01,0.94,88.06,6.28,6.17,4.784,38.93,44.87,7.22,7.24,6.14,5.07,3.94,7.23,-0.58,0
10518,2,81.89,-2.36,88.04,6.17,6.45,4.916,39.13,45.08,6.19,6.41,6.13,5.06,4.14,6.30,-0.61,0
10539,2,80.80,-18.38,88.41,7.24,9.44,5.000,39.26,45.21,5.13,5.12,6.12,5.05,4.27,5.12,-0.24,0
10559,2,79.51,-32.59,88.65,8.90,12.81,5.000,39.39,45.34,3.63,3.71,6.11,5.04,4.40,3.67,-0.00,0
10578,2,78.82,-34.20,88.65,9.83,13.93,5.000,39.53,45.48,4.50,4.41,6.10,5.03,4.54,4.45,-0.00,0
10599,2,78.57,-29.06,88.65,10.08,13.57,5.000,39.70,45.65,6.70,6.48,6.09,5.02,4.71,6.59,-0.00,0
10618,2,78.93,-16.88,88.65,9.72,11.74,5.000,39.87,45.82,8.03,8.06,6.08,5.01,4.88,8.04,-0.00,0
10638,2,79.25,-8.95,88.65,9.40,10.47,5.000,40.21,46.15,9.07,9.18,6.07,5.00,5.21,9.12,-0.00,0
10659,2,78.97,-11.57,88.65,9.68,11.07,5.000,40.41,46.36,8.94,9.10,6.06,4.99,5.42,9.02,-0.00,0
10679,2,78.28,-19.51,88.65,10.37,12.71,5.000,40.67,46.62,7.88,8.09,6.05,4.98,5.68,7.98,-0.00,0
10698,2,76.91,-34.65,88.65,11.74,15.90,5.000,40.94,46.89,6.67,6.75,6.04,4.97,5.95,6.71,-0.00,0
10719,2,75.69,-43.47,88.65,12.96,18.18,5.000,41.15,47.09,7.10,6.86,6.03,4.96,6.16,6.98,-0.00,0
10738,2,75.20,-39.65,88.65,13.45,18.21,5.000,41.32,47.27,8.24,8.12,6.02,4.95,6.33,8.18,-0.00,0
10759,2,75.01,-32.50,88.65,13.64,17.54,5.000,41.68,47.62,10.55,10.71,6.01,4.94,6.69,10.63,-0.00,0
10778,2,75.04,-24.56,88.65,13.61,16.56,5.000,41.94,47.88,11.54,11.61,6.00,4.93,6.95,11.58,-0.00,0
10799,2,74.79,-23.11,88.65,13.86,16.63,5.000,42.38,48.25,12.00,12.07,5.99,4.92,7.35,12.04,-0.00,0
10818,2,73.93,-30.87,88.65,14.72,18.42,5.000,42.65,48.61,11.47,11.59,5.98,4.91,7.67,11.53,-0.00,0
10839,2,72.74,-41.07,88.65,15.91,20.83,5.000,43.07,49.02,10.72,10.66,5.97,4.90,8.08,10.69,-0.00,0
10858,2,71.38,-50.76,88.65,17.27,23.36,5.000,43.32,49.26,10.94,10.69,5.96,4.89,8.33,10.81,-0.00,0
10879,2,70.22,-54.99,88.65,18.43,25.00,5.000,43.75,49.69,12.12,12.08,5.95,4.88,8.75,12.10,-0.00,8
10897,2,69.40,-53.30,88.65,19.25,25.00,5.000,44.04,49.99,13.35,13.52,5.94,4.87,9.05,13.43,-0.00,8
10919,2,68.64,-51.39,88.65,20.01,25.00,5.000,44.59,50.53,15.58,15.46,5.93,4.86,9.59,15.52,-0.00,8
10938,2,67.75,-52.06,88.65,20.90,25.00,5.000,44.95,50.90,15.99,16.00,5.92,4.85,9.96,16.00,-0.00,8
10959,2,64.79,-73.83,88.65,23.86,25.00,5.000,45.56,51.50,16.41,16.43,5.91,4.84,10.57,16.42,-0.00,8
10978,2,57.86,-127.42,88.65,30.79,25.00,5.000,45.94,51.89,16.35,16.46,5.90,4.84,10.95,16.40,-0.00,8
10999,2,51.75,-171.68,88.65,36.90,25.00,5.000,46.55,52.49,16.25,16.21,5.89,4.83,11.56,16.23,-0.00,10
11018,2,53.35,-82.43,88.65,35.30,25.00,5.000,46.90,52.87,15.63,15.95,5.88,4.82,11.92,15.79,-0.00,10
11039,2,56.21,-10.04,88.65,32.44,25.00,5.000,47.50,53.48,16.77,16.28,5.87,4.80,12.52,16.53,-0.00,8
11058,2,53.81,-3.22,88.65,34.84,25.00,5.000,47.87,53.83,15.55,16.40,5.86,4.80,12.88,15.97,-0.00,8
11079,2,51.64,-17.19,88.65,37.01,25.00,5.000,48.53,54.44,17.63,15.38,5.85,4.79,13.52,16.50,-0.00,10
11098,2,50.38,-33.42,88.65,38.27,25.00,5.000,48.90,54.82,15.89,16.63,5.84,4.78,13.90,16.26,-0.00,10
11119,2,49.74,-36.50,88.65,38.91,25.00,5.000,49.51,55.43,15.99,16.49,5.83,4.77,14.50,16.24,-0.00,10
11138,2,50.27,-22.55,88.65,38.38,25.00,5.000,49.87,55.81,15.83,16.28,5.82,4.76,14.88,16.05,-0.00,10
11158,2,50.16,-17.28,88.65,38.49,25.00,5.000,50.48,56.43,16.72,16.70,5.81,4.75,15.49,16.71,-0.00,10
11179,2,49.73,-19.57,88.65,38.92,25.00,5.000,50.86,56.83,16.87,16.95,5.80,4.74,15.88,16.91,-0.00,10
11199,2,49.52,-12.08,88.65,39.13,25.00,5.000,51.37,57.32,16.11,15.68,5.79,4.73,16.38,15.89,-0.00,10
11219,2,48.68,-15.61,88.65,39.97,25.00,5.000,51.98,57.93,16.47,16.60,5.78,4.72,16.99,16.53,-0.00,10
11239,2,47.70,-25.21,88.65,40.95,25.00,5.000,52.49,58.44,16.79,17.18,5.77,4.72,17.50,16.98,-0.00,10
11258,2,47.22,-27.77,88.65,41.43,25.00,5.000,52.99,58.81,16.00,14.91,5.76,4.71,17.94,15.46,-0.00,10
11278,2,47.33,-20.72,88.65,41.32,25.00,5.000,53.48,59.43,16.16,17.20,5.75,4.69,18.49,16.68,-0.00,10
11299,2,47.37,-7.86,88.65,41.28,25.00,5.000,53.84,59.80,15.93,15.83,5.74,4.68,18.86,15.88,-0.00,10
11320,2,46.75,-10.07,88.65,41.90,25.00,5.000,54.33,60.30,16.11,16.70,5.73,4.68,19.35,16.41,-0.00,10
11338,2,45.57,-23.74,88.65,43.08,25.00,5.000,54.96,60.92,17.35,16.27,5.72,4.67,19.98,16.81,-0.00,10
11359,2,44.66,-31.13,88.65,43.99,25.00,5.000,55.49,61.42,17.28,16.47,5.71,4.66,20.49,16.87,-0.00,10
11378,2,45.05,-17.97,88.65,43.60,25.00,5.000,55.87,61.81,16.13,16.43,5.70,4.65,20.87,16.28,-0.00,10
11399,2,45.21,-8.91,88.65,43.44,25.00,5.000,56.47,62.41,15.94,16.39,5.69,4.64,21.48,16.17,-0.00,10
11418,2,44.54,-15.03,88.65,44.11,25.00,5.000,56.84,62.80,16.50,16.70,5.68,4.63,21.86,16.60,-0.00,10
11439,2,44.25,-15.86,88.65,44.40,25.00,5.000,57.47,63.31,16.42,16.49,5.67,4.62,22.42,16.45,-0.00,10
11458,2,44.27,-10.07,88.65,44.38,25.00,5.000,57.85,63.80,16.50,15.92,5.66,4.61,22.86,16.21,-0.00,10
11479,2,43.83,-11.18,88.65,44.82,25.00,5.000,58.47,64.41,16.69,16.73,5.65,4.61,23.48,16.71,-0.00,10
[Balance] --- End of log ---
