[Balance] --- Log dump (52434 bytes, 574 samples) ---
t_ms,state,roll,roll_rate,setpoint,angle_err,motor_vel,integral,bl_pos,br_pos,bl_vel,br_vel,arm_l,arm_r,meas_drift,meas_vel,pos_shift,flags
618,1,8.57,24.60,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.02,4.30,3.86,0.00,0.00,0.00,0
639,1,9.09,24.98,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.02,4.32,3.87,0.00,0.00,0.00,0
657,1,9.61,25.22,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.02,4.33,3.88,0.00,0.00,0.00,0
679,1,10.14,25.44,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,-0.01,4.34,3.90,0.00,0.00,0.00,0
698,1,10.68,25.84,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,4.36,3.91,0.00,0.00,0.00,0
719,1,11.21,26.11,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,4.37,3.92,0.00,0.00,0.00,0
738,1,11.75,26.18,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,4.39,3.94,0.00,0.00,0.00,0
759,1,12.28,26.37,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,4.40,3.95,0.00,0.00,0.00,0
777,1,12.83,26.61,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,4.42,3.96,0.00,0.00,0.00,0
799,1,13.38,26.78,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,4.43,3.98,0.00,0.00,0.00,0
818,1,13.91,26.74,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.01,4.45,3.99,0.00,0.00,0.00,0
839,1,14.45,26.83,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.02,4.46,4.00,0.00,0.00,0.00,0
858,1,15.01,27.12,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,4.47,4.02,0.00,0.00,0.00,0
879,1,15.57,27.32,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,4.49,4.03,0.00,0.00,0.00,0
898,1,16.14,27.61,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,4.50,4.05,0.00,0.00,0.00,0
918,1,16.69,27.66,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,4.51,4.06,0.00,0.00,0.00,0
939,1,17.25,27.70,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,4.53,4.07,0.00,0.00,0.00,0
958,1,17.82,27.90,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,4.54,4.09,0.00,0.00,0.00,0
979,1,18.39,28.02,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.02,4.56,4.10,0.00,0.00,0.00,0
998,1,18.95,27.95,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.00,4.57,4.12,0.00,0.00,0.00,0
1019,1,19.53,28.23,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.00,4.59,4.13,0.00,0.00,0.00,0
1038,1,20.11,28.50,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.00,4.60,4.14,0.00,0.00,0.00,0
1059,1,20.69,28.49,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.00,4.61,4.16,0.00,0.00,0.00,0
1078,1,21.26,28.52,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.00,4.63,4.17,0.00,0.00,0.00,0
1099,1,21.84,28.51,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.00,4.64,4.18,0.00,0.00,0.00,0
1119,1,22.42,28.58,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.00,4.66,4.20,0.00,0.00,0.00,0
1138,1,23.00,28.68,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.00,4.67,4.21,0.00,0.00,0.00,0
1158,1,23.59,28.82,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.02,4.68,4.23,0.00,0.00,0.00,0
1178,1,24.17,28.84,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.02,4.70,4.24,0.00,0.00,0.00,0
1199,1,24.76,28.91,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.02,4.71,4.25,0.00,0.00,0.00,0
1218,1,25.34,29.07,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.02,4.73,4.27,0.00,0.00,0.00,0
1239,1,25.92,28.97,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.02,4.74,4.28,0.00,0.00,0.00,0
1258,1,26.50,28.87,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.02,4.76,4.30,0.00,0.00,0.00,0
1279,1,27.09,29.00,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.02,4.77,4.31,0.00,0.00,0.00,0
1297,1,27.69,29.34,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.02,4.78,4.33,0.00,0.00,0.00,0
1319,1,28.29,29.33,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.02,4.80,4.34,0.00,0.00,0.00,0
1338,1,28.85,29.02,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.02,4.81,4.35,0.00,0.00,0.00,0
1359,1,29.40,28.30,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.02,4.82,4.36,0.00,0.00,0.00,0
1378,1,29.89,26.75,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.02,4.84,4.38,0.00,0.00,0.00,0
1399,1,30.35,25.19,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.02,4.85,4.39,0.00,0.00,0.00,0
1417,1,30.75,23.51,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.02,4.87,4.40,0.00,0.00,0.00,0
1439,1,31.14,22.07,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.02,4.88,4.40,0.00,0.00,0.00,0
1458,1,31.52,21.19,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.02,4.90,4.41,0.00,0.00,0.00,0
1479,1,31.91,20.71,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,4.91,4.42,0.00,0.00,0.00,0
1498,1,32.33,20.79,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,4.92,4.43,0.00,0.00,0.00,0
1519,1,32.75,20.77,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,4.94,4.44,0.00,0.00,0.00,0
1538,1,33.16,20.67,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,4.95,4.45,0.00,0.00,0.00,0
1557,1,33.57,20.31,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,4.97,4.46,0.00,0.00,0.00,0
1579,1,33.95,19.76,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,4.98,4.47,0.00,0.00,0.00,0
1599,1,34.32,19.54,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,4.99,4.48,0.00,0.00,0.00,0
1618,1,34.73,19.72,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.02,5.01,4.49,0.00,0.00,0.00,0
1639,1,35.13,19.63,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.01,5.02,4.50,0.00,0.00,0.00,0
1658,1,35.51,19.23,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,5.04,4.51,0.00,0.00,0.00,0
1678,1,35.88,18.88,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,5.05,4.51,0.00,0.00,0.00,0
1699,1,36.26,18.88,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,5.06,4.52,0.00,0.00,0.00,0
1719,1,36.63,18.86,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,5.08,4.53,0.00,0.00,0.00,0
1738,1,37.01,18.61,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,5.09,4.54,0.00,0.00,0.00,0
1759,1,37.38,18.32,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,5.10,4.55,0.00,0.00,0.00,0
1778,1,37.73,17.99,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.01,5.12,4.56,0.00,0.00,0.00,0
1798,1,38.09,17.84,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.02,5.13,4.56,0.00,0.00,0.00,0
1818,1,38.44,17.66,88.50,0.00,0.00,0.000,34.98,40.94,0.06,0.02,5.14,4.57,0.00,0.00,0.00,0
1839,1,38.79,17.58,88.50,0.00,0.00,0.000,34.98,40.94,0.06,0.02,5.16,4.58,0.00,0.00,0.00,0
1858,1,39.14,17.44,88.50,0.00,0.00,0.000,34.98,40.94,0.06,0.02,5.17,4.59,0.00,0.00,0.00,0
1879,1,39.49,17.45,88.50,0.00,0.00,0.000,34.98,40.94,0.06,0.02,5.18,4.59,0.00,0.00,0.00,0
1898,1,39.85,17.44,88.50,0.00,0.00,0.000,34.98,40.94,0.06,0.02,5.19,4.60,0.00,0.00,0.00,0
1919,1,40.20,17.35,88.50,0.00,0.00,0.000,34.98,40.94,0.06,0.02,5.21,4.61,0.00,0.00,0.00,0
1937,1,40.55,17.30,88.50,0.00,0.00,0.000,34.98,40.94,0.06,0.02,5.22,4.62,0.00,0.00,0.00,0
1959,1,40.89,17.08,88.50,0.00,0.00,0.000,34.98,40.94,0.06,-0.04,5.23,4.63,0.00,0.00,0.00,0
1978,1,41.24,16.95,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.04,5.24,4.63,0.00,0.00,0.00,0
1999,1,41.58,16.84,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.04,5.26,4.64,0.00,0.00,0.00,0
2018,1,41.92,16.82,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.04,5.27,4.65,0.00,0.00,0.00,0
2039,1,42.25,16.72,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.04,5.28,4.66,0.00,0.00,0.00,0
2057,1,42.59,16.64,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.04,5.29,4.66,0.00,0.00,0.00,0
2079,1,42.93,16.48,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.04,5.30,4.67,0.00,0.00,0.00,0
2098,1,43.27,16.40,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.04,5.32,4.68,0.00,0.00,0.00,0
2119,1,43.60,16.13,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.04,5.33,4.68,0.00,0.00,0.00,0
2138,1,43.91,15.72,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.04,5.34,4.69,0.00,0.00,0.00,0
2159,1,44.21,15.49,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.04,5.35,4.70,0.00,0.00,0.00,0
2178,1,44.53,15.52,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.04,5.36,4.71,0.00,0.00,0.00,0
2198,1,44.84,15.53,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.04,5.37,4.71,0.00,0.00,0.00,0
2219,1,45.16,15.38,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.04,5.38,4.72,0.00,0.00,0.00,0
2239,1,45.47,15.24,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.04,5.39,4.72,0.00,0.00,0.00,0
2258,1,45.79,15.17,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.04,5.40,4.73,0.00,0.00,0.00,0
2279,1,46.09,15.02,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.02,5.41,4.74,0.00,0.00,0.00,0
2298,1,46.40,15.01,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.02,5.42,4.74,0.00,0.00,0.00,0
2318,1,46.70,14.96,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.02,5.43,4.75,0.00,0.00,0.00,0
2339,1,47.01,15.05,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.02,5.44,4.76,0.00,0.00,0.00,0
2359,1,47.32,15.01,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.02,5.45,4.76,0.00,0.00,0.00,0
2378,1,47.62,14.71,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.02,5.46,4.77,0.00,0.00,0.00,0
2399,1,47.91,14.40,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.02,5.47,4.78,0.00,0.00,0.00,0
2418,1,48.20,14.38,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.02,5.49,4.78,0.00,0.00,0.00,0
2439,1,48.49,14.35,88.50,0.00,0.00,0.000,34.98,40.94,-0.00,0.01,5.49,4.79,0.00,0.00,0.00,0
2458,1,48.80,14.43,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.01,5.50,4.79,0.00,0.00,0.00,0
2479,1,49.09,14.36,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.01,5.51,4.80,0.00,0.00,0.00,0
2498,1,49.38,14.20,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.01,5.52,4.81,0.00,0.00,0.00,0
2519,1,49.66,13.99,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.01,5.53,4.81,0.00,0.00,0.00,0
2538,1,49.94,13.82,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.01,5.54,4.82,0.00,0.00,0.00,0
2559,1,50.21,13.65,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.01,5.55,4.82,0.00,0.00,0.00,0
2577,1,50.48,13.50,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.01,5.56,4.83,0.00,0.00,0.00,0
2599,1,50.75,13.55,88.50,0.00,0.00,0.000,34.98,40.94,0.01,0.04,5.57,4.83,0.00,0.00,0.00,0
2618,1,51.04,13.66,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.04,5.58,4.84,0.00,0.00,0.00,0
2639,1,51.32,13.64,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.04,5.59,4.84,0.00,0.00,0.00,0
2658,1,51.59,13.37,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.04,5.59,4.85,0.00,0.00,0.00,0
2679,1,51.85,13.01,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.04,5.60,4.86,0.00,0.00,0.00,0
2697,1,52.11,12.63,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.04,5.61,4.86,0.00,0.00,0.00,0
2719,1,52.35,12.39,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.04,5.62,4.87,0.00,0.00,0.00,0
2738,1,52.60,12.31,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,0.04,5.63,4.87,0.00,0.00,0.00,0
2759,1,52.86,12.38,88.50,0.00,0.00,0.000,34.98,40.94,-0.02,-0.00,5.64,4.88,0.00,0.00,0.00,0
2778,1,53.12,12.52,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.00,5.65,4.88,0.00,0.00,0.00,0
2799,1,53.40,12.70,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.00,5.65,4.89,0.00,0.00,0.00,0
2818,1,53.67,12.70,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.00,5.66,4.89,0.00,0.00,0.00,0
2838,1,53.94,12.63,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.00,5.67,4.90,0.00,0.00,0.00,0
2859,1,54.19,12.26,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.00,5.68,4.90,0.00,0.00,0.00,0
2878,1,54.42,11.87,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.00,5.69,4.91,0.00,0.00,0.00,0
2899,1,54.65,11.44,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,-0.00,5.69,4.91,0.00,0.00,0.00,0
2919,1,54.86,11.21,88.50,0.00,0.00,0.000,34.98,40.94,-0.01,0.03,5.70,4.92,0.00,0.00,0.00,0
2938,1,55.09,11.30,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.03,5.71,4.92,0.00,0.00,0.00,0
2958,1,55.33,11.40,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.03,5.72,4.93,0.00,0.00,0.00,0
2979,1,55.59,11.74,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.03,5.73,4.93,0.00,0.00,0.00,0
2998,1,55.84,11.90,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.03,5.73,4.94,0.00,0.00,0.00,0
3019,1,56.10,11.89,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.03,5.74,4.94,0.00,0.00,0.00,0
3039,1,56.34,11.74,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.03,5.75,4.94,0.00,0.00,0.00,0
3058,1,56.57,11.38,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.03,5.76,4.95,0.00,0.00,0.00,0
3078,1,56.78,11.00,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.00,5.76,4.95,0.00,0.00,0.00,0
3098,1,56.99,10.75,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.00,5.77,4.96,0.00,0.00,0.00,0
3119,1,57.20,10.60,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.00,5.78,4.96,0.00,0.00,0.00,0
3138,1,57.42,10.71,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.00,5.78,4.97,0.00,0.00,0.00,0
3159,1,57.64,10.79,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.00,5.79,4.97,0.00,0.00,0.00,0
3178,1,57.88,10.95,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.00,5.80,4.98,0.00,0.00,0.00,0
3199,1,58.11,10.94,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.00,5.81,4.98,0.00,0.00,0.00,0
3217,1,58.34,10.82,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.00,5.81,4.98,0.00,0.00,0.00,0
3239,1,58.55,10.58,88.50,0.00,0.00,0.000,34.98,40.94,-0.04,-0.01,5.82,4.99,0.00,0.00,0.00,0
3258,1,58.75,10.28,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,5.82,4.99,0.00,0.00,0.00,0
3279,1,58.95,9.98,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,5.83,5.00,0.00,0.00,0.00,0
3298,1,59.14,9.94,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,5.84,5.00,0.00,0.00,0.00,0
3319,1,59.33,9.86,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,5.85,5.00,0.00,0.00,0.00,0
3338,1,59.55,10.08,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,5.85,5.01,0.00,0.00,0.00,0
3359,1,59.76,10.29,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,5.86,5.01,0.00,0.00,0.00,0
3378,1,59.99,10.55,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.01,5.86,5.02,0.00,0.00,0.00,0
3399,1,60.22,10.64,88.50,0.00,0.00,0.000,34.98,40.94,0.01,-0.03,5.87,5.02,0.00,0.00,0.00,0
3418,1,60.44,10.53,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.03,5.88,5.02,0.00,0.00,0.00,0
3439,1,60.65,10.24,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.03,5.88,5.03,0.00,0.00,0.00,0
3458,1,60.84,9.61,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.03,5.89,5.03,0.00,0.00,0.00,0
3478,1,61.01,9.10,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.03,5.90,5.03,0.00,0.00,0.00,0
3499,1,61.17,8.70,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.03,5.90,5.04,0.00,0.00,0.00,0
3519,1,61.34,8.47,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.03,5.91,5.04,0.00,0.00,0.00,0
3538,1,61.51,8.58,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.03,5.91,5.04,0.00,0.00,0.00,0
3559,1,61.69,8.78,88.50,0.00,0.00,0.000,34.98,40.94,0.00,-0.00,5.92,5.05,0.00,0.00,0.00,0
3578,1,61.90,9.28,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,5.93,5.05,0.00,0.00,0.00,0
3598,1,62.11,9.69,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,5.93,5.06,0.00,0.00,0.00,0
3619,1,62.35,10.06,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,5.94,5.06,0.00,0.00,0.00,0
3639,1,62.57,10.19,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,5.94,5.06,0.00,0.00,0.00,0
3658,1,62.79,10.02,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,5.95,5.07,0.00,0.00,0.00,0
3679,1,62.98,9.67,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,5.95,5.07,0.00,0.00,0.00,0
3698,1,63.16,9.19,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.00,5.96,5.07,0.00,0.00,0.00,0
3718,1,63.33,8.67,88.50,0.00,0.00,0.000,34.98,40.94,0.03,-0.01,5.96,5.08,0.00,0.00,0.00,0
3738,1,63.47,8.13,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.01,5.97,5.08,0.00,0.00,0.00,0
3759,1,63.61,7.69,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.01,5.98,5.08,0.00,0.00,0.00,0
3778,1,63.76,7.58,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.01,5.98,5.08,0.00,0.00,0.00,0
3799,1,63.91,7.62,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.01,5.99,5.09,0.00,0.00,0.00,0
3818,1,64.09,8.09,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.01,5.99,5.09,0.00,0.00,0.00,0
3839,1,64.28,8.52,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.01,6.00,5.10,0.00,0.00,0.00,0
3857,1,64.49,8.97,88.50,0.00,0.00,0.000,34.98,40.94,0.04,-0.01,6.00,5.10,0.00,0.00,0.00,0
3879,1,64.70,9.32,88.50,0.00,0.00,0.000,34.98,40.94,0.04,0.03,6.01,5.10,0.00,0.00,0.00,0
3898,1,64.90,9.45,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.03,6.01,5.11,0.00,0.00,0.00,0
3919,1,65.10,9.34,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.03,6.02,5.11,0.00,0.00,0.00,0
3938,1,65.28,8.96,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.03,6.02,5.11,0.00,0.00,0.00,0
3959,1,65.45,8.45,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.03,6.03,5.11,0.00,0.00,0.00,0
3977,1,65.59,7.84,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.03,6.03,5.12,0.00,0.00,0.00,0
3999,1,65.72,7.37,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.03,6.04,5.12,0.00,0.00,0.00,0
4018,1,65.84,6.93,88.50,0.00,0.00,0.000,34.98,40.94,0.02,0.03,6.04,5.12,0.00,0.00,0.00,0
4039,1,65.97,6.74,88.50,0.00,0.00,0.000,34.98,40.94,0.02,-0.02,6.04,5.12,0.00,0.00,0.00,0
